awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉うしごろ 表参道店,表参道駅 324m , 焼肉、ステーキ、ホルモン,【11/27(水)空席御座います】◆季節限定メニューをご用意してお待ちしております,"￥8,000～￥9,999","￥8,000～￥9,999",3.74,,https://tabelog.com/tokyo/A1306/A130602/13252182/,予約可,,表参道駅Ｂ2出口から徒歩5分表参道駅から328m 表参道駅から324m,17:00 - 23:30L.O. 22:30,■ 定休日23.12.31/24.1.1~3は休業とさせて頂きます,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.663178338709486,139.70990308424172",03-3400-4129,東京都渋谷区神宮前5-50-3 アーバンテラス青山 2F,711,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,三宿トラジ,祐天寺駅 70m , 焼肉,,"￥6,000～￥7,999","￥6,000～￥7,999",3.74,-,https://tabelog.com/tokyo/A1317/A131701/13004517/,予約可,,東急東横線祐天寺駅から徒歩2分 祐天寺駅から70m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済不可,"35.63685533872024,139.69115598398895",03-3713-0010,東京都目黒区祐天寺2-14-7 AIビル　Ｂ１Ｆ,462,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,きらく亭,広尾駅 739m , 焼肉,,"￥10,000～￥14,999","￥10,000～￥14,999",3.73,火曜日,https://tabelog.com/tokyo/A1307/A130703/13007145/,予約可,,広尾駅 1番出口より 徒歩 8分 白金高輪駅 A4出口より 徒歩 8分。 広尾駅から739m,17:00 - 23:30L.O. 22:45,■ 営業時間金土日祝は2時間制とさせていただきます,カード可 電子マネー不可 QRコード決済不可,"35.64695723872545,139.72769208406538",03-3442-0729,東京都港区南麻布4-11-26 南麻布ビル B1F～1F,855,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉しみず,不動前駅 62m , 焼肉、ホルモン,,"￥8,000～￥9,999","￥8,000～￥9,999",3.73,月曜日,https://tabelog.com/tokyo/A1317/A131710/13096548/,予約可,,東急目黒線【不動前駅】徒歩２分ＪＲ山手線、都営地下鉄浅草線【五反田駅】徒歩15分ＪＲ山手線、都営地下鉄三田線、東京メトロ南北線【目黒駅】徒歩16分 不動前駅から62m,17:00 - 23:00L.O. 22:20,■ 定休日月に２回日曜も休みます,カード可 （VISA、Master） 電子マネー不可 QRコード決済不可,"35.625970138734054,139.71287878386377",050-1720-1933,東京都品川区西五反田4-29-13 TYビル 2F,734,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,正泰苑 総本店,荒川七丁目駅 642m , 焼肉、ホルモン,,"￥6,000～￥7,999","￥6,000～￥7,999",3.73,-,https://tabelog.com/tokyo/A1324/A132401/13003776/,予約可,,メトロ千代田線・京成本線「町屋駅」、都電荒川線「町屋駅前駅」より徒歩15分ぐらいタクシー利用が便利です 荒川七丁目駅から642m,17:00 - 00:00,■ 定休日無休（年末年始休み有）,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.74774403867971,139.7850609850432",03-3895-2423,東京都荒川区町屋8-7-6 ,653,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉うしごろ 銀座店,銀座一丁目駅 139m , 焼肉、ステーキ、ホルモン,【11/27(水)お席残り僅かです。是非お問い合わせ下さい 】◆WEB予約24時間受付中,"￥10,000～￥14,999","￥10,000～￥14,999",3.73,,https://tabelog.com/tokyo/A1301/A130101/13263391/,予約可,,銀座駅から徒歩5分有楽町駅から徒歩3分銀座一丁目駅から徒歩1分東銀座駅から徒歩5分京橋駅から徒歩3分銀座一丁目駅から128m 銀座一丁目駅から139m,17:00 - 23:30L.O. 22:30,■ 営業時間テイクアウト 10:30 - 22:00■ 定休日12/31・1/1・１/2・1/3,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67435793872112,139.7687234843134",03-3538-1129,東京都中央区銀座1-8-19 キラリトギンザ 7F,567,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,Hodori 用賀店,用賀駅 362m , 焼肉、ホルモン,,"￥10,000～￥14,999","￥10,000～￥14,999",3.73,月曜日、木曜日,https://tabelog.com/tokyo/A1317/A131707/13098101/,予約可,ランチは、営業しておりません。間違いです。営業時間中は忙しいと電話に出られない事があります。ご予約のお電話は13時〜16時半もしくは21時以降に承りやすいです。,田園都市線用賀駅より徒歩6分 用賀駅から362m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.624779638710756,139.6373268839047",03-3707-3829,東京都世田谷区用賀2-28-19 １F,259,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,生粋,末広町駅 81m , 焼肉、ホルモン,体温でとろけるほど繊細で上質な赤身肉を”生”で食す、口福な体験。,"￥8,000～￥9,999","￥8,000～￥9,999",3.72,,https://tabelog.com/tokyo/A1311/A131101/13165294/,予約可,"予約受付時間15:00～24:00※2名様の個室は横並びペアシートでのご案内です※1名様でのご予約はお断りしております※If you are going to be late more than 15minutes and youmiss our call, the reservation will be canceled.※You can't reserve for 1",銀座線      末広町　　　徒歩0分千代田線　湯島　　　　徒歩3分大江戸線　上野御徒町　徒歩5分日比谷線　仲御徒町　　徒歩5分JR　　　　秋葉原　　　徒歩7分JR     　　 御徒町　　　徒歩4分JR     　　 上野　　　　 徒歩10分 末広町駅から81m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70356693870346,139.77152478460647",03-5817-8929,東京都千代田区外神田6-14-7 2F,1785,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉 銀座コバウ 特別室,銀座駅 207m , 焼肉、ホルモン、韓国料理,全6部屋完全個室。テレビ・雑誌等数多くのメディアで紹介されている 唯一無二のミノしゃぶ,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,,https://tabelog.com/tokyo/A1301/A130101/13005008/,予約可,,地下鉄B5出口より徒歩3分 銀座駅から207m,17:00 - 23:30,■ 定休日年中無休（年末年始除く）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い、楽天ペイ、au PAY）,"35.67046513872166,139.7626720842783",03-5568-5510,東京都中央区銀座6-7-6 ラペビル 8F,947,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ホルモン焼 婁熊東京,恵比寿駅 405m , ホルモン、焼肉、もつ焼き,豚肉の新たな可能性を追求する。朝〆無化調豚ホルモンをワインと楽しむ大人の空間。,"￥8,000～￥9,999","￥8,000～￥9,999",3.72,,https://tabelog.com/tokyo/A1303/A130302/13132685/,予約可,"■ご予約のお電話は月〜土曜日 12時～20時にお願い致します。■日曜日のご予約受付はインターネット予約のみです。ご了承ください。■事前予約確認の為、当店よりお電話差し上げる場合がございます。【キャンセルポリシー】予約日当日・前日のキャンセルは以下のキャンセル料がかかります。コース予約：コース料の100%席だけ予約：一律3,000円×ご予約人数",JR各線、東京メトロ日比谷線 恵比寿駅徒歩約7分 恵比寿駅からお越し頂いて青い自動販売機の手前の半地下のお店になります。 恵比寿駅から405m,17:00 - 23:00L.O. 22:00,■ 営業時間最終入店　21:00 Lo 22:00■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65005363871719,139.70795068411053",03-3464-8929,東京都渋谷区恵比寿西2-3-5 ISHII BLDG B1F,390,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,高円寺 焼肉ここち 市場店,高円寺駅 95m , 焼肉、ホルモン,,"￥6,000～￥7,999","￥6,000～￥7,999",3.72,月曜日、火曜日,https://tabelog.com/tokyo/A1319/A131904/13284595/,予約可,【ご予約について】平日は17時〜もしくは21時〜の、お時間が比較的にご入店しやすいです。土曜、日曜日は、お昼(13時30分open)のお時間が比較的にご入店出来ます。Instagramでの、ご予約の際はお名前、ご連絡先、具体的な人数その他ご希望がある場合はその点を記載の上、ご連絡をお願いします。,JR中央線「高円寺駅」北口徒歩1分 高円寺駅から95m,,,カード不可 電子マネー不可 QRコード決済不可,"35.70606193866291,139.64917458471743",03-5327-8629,東京都杉並区高円寺北3-22-8 大一市場,288,yakiniku
,たん焼 忍,四谷三丁目駅 477m , 牛タン、居酒屋、焼肉,昭和54年創業の東京の牛たん料理専門店 店主考案のゆでたんは開店当初からの人気のメニューです,"￥5,000～￥5,999","￥5,000～￥5,999",3.71,日曜日、祝日,https://tabelog.com/tokyo/A1309/A130903/13000943/,予約可,＊平日は5~6時の入店までがご予約可能です。以降は電話受付の順となりますので、お待ちいただく場合がございます。土曜の予約は4時からの営業で、1時間ごとの入れ替え制となります。必ずお電話の上、ご来店くださいませ。,ＪＲ四ツ谷駅　四ツ谷口より徒歩7分 南北線　四ツ谷駅　2番出口より徒歩7分 丸の内線　四谷三丁目駅　４番出口より徒歩7分★店内は大変狭いです　上記の駅にはコインロッカーがございますので、スーツケースなど大型のお荷物をお持ちのお客様はご利用ください 四谷三丁目駅から477m,17:00 - 22:00,■ 定休日日祝祭日　夏季冬季休業あり＊12/29~1/5迄を冬季休業とさせて頂きます,カード不可 電子マネー不可 QRコード決済不可,"35.68830053869862,139.72587668448426",03-3355-6338,東京都新宿区四谷三栄町14-4 松啓ビル 1F,1464,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,銀座 山科,銀座駅 200m , 焼肉、すき焼き、ステーキ,【完全個室】極上和牛コースを専属焼師がおもてなし 、全てのお肉を目の前で調理します,"￥10,000～￥14,999","￥10,000～￥14,999",3.71,,https://tabelog.com/tokyo/A1301/A130101/13240197/,予約可,ご予約の際に確認のメールをショートメールにて送らせて頂きます。,JR有楽町駅 徒歩4分東京メトロ日比谷線銀座駅 徒歩2分地下鉄でお越しの場合、C3出口から東急プラザ横の階段を上がり直進100m西銀座駐車場（C出口）からエレベーターにて直結 銀座駅から200m,12:00 - 15:00,■ 営業時間【ランチ】最終入店13:00【ディナー】最終入店21:00※全室完全個室の為、他のお客様と介することなく、ゆっくりとくつろいでお食事をお楽しみ頂けます。■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners、UnionPay） 電子マネー不可 QRコード決済可 （d払い）,"35.67160193872072,139.76197328429032",03-3289-0298,東京都中央区銀座6-4-3 GICROS GINZA GEMS 7F,858,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,好ちゃん 飯田橋本店,飯田橋駅 192m , ホルモン、焼肉、もつ鍋,【飯田橋駅西口徒歩1分】塩ホルモンと言えば「好ちゃん」美味しいホルモンを是非‼,"￥6,000～￥7,999","￥6,000～￥7,999",3.71,火曜日,https://tabelog.com/tokyo/A1309/A130905/13030762/,予約可,現在当日のご予約、変更以外に尽きましては全てウェブ予約にて受け付けております。予約専用ダイヤル050-3184-0528にご連絡下さい。,飯田橋駅西口より徒歩1分 飯田橋駅から192m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD） QRコード決済可 （PayPay、d払い、au PAY）,"35.69965273869735,139.74455288458586",050-3184-0528,東京都千代田区富士見2-3-12 飯田橋西口ビル 2F,607,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,炭火焼肉 ふちおか,経堂駅 332m , 焼肉、牛タン,【経堂駅5分】最高級の黒毛和牛を使用、こだわり抜いた炭火焼肉。,"￥8,000～￥9,999","￥8,000～￥9,999",3.71,水曜日,https://tabelog.com/tokyo/A1318/A131813/13208137/,予約可,ご予約はお電話またはネット予約にて承っております。当日のご予約はお電話のみとなります。空き状況はお電話にてご確認ください。ネット予約はインスタ（本ページ下の方にある公式アカウント欄）のネット予約リンクからお願いします。,小田急線経堂駅から徒歩4分（農大通り沿い） 経堂駅から332m,17:00 - 22:00L.O. 21:30,■ 不定休11/21(木)12/3(火)■年末年始休み12/30(月)～1/5(日),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64830083869544,139.63614158414313",03-6804-4829,東京都世田谷区経堂1-5-8 ロイヤルハイツ経堂 1F,527,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉くにもと 本店,浜松町駅 243m , 焼肉,,"￥10,000～￥14,999","￥10,000～￥14,999",3.71,月曜日、日曜日,https://tabelog.com/tokyo/A1314/A131401/13007842/,完全予約制,先のご予約（明日以降～2週間以内）のお電話は、「15:00～17:00」「20:00～22:00」の間にお待ちしております。  当日のお席の有無のご確認は、随時お受けいたしております。 ,JR浜松町駅南口貿易センター南館出口より徒歩5分 浜松町駅から243m,,,カード不可 電子マネー不可 QRコード決済不可,"35.65356903872998,139.7551354841129",03-3578-1129,東京都港区浜松町2-12-2 ,372,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,志村 徳寿園,志村坂上駅 312m , 焼肉、牛タン、ホルモン,創業４９年老舗の味◆流通量が極めて少ない【究極！黒毛和牛の黒タン】あなたはもう食べましたか,"￥8,000～￥9,999","￥8,000～￥9,999",3.71,,https://tabelog.com/tokyo/A1322/A132205/13043209/,予約可,4卓・17席ほどの小さなお店ですのでお早のめご来店・予約をいただけると助かります。ご注文をお聞きしてから、お肉を切って一枚一枚味付けをいたしますので、混雑時はお料理をご提供するのに、お時間がかかる場合がございます。ご了承ください。混雑時は2時間制とさせて頂く場合がございます。,都営三田線志村坂上駅 A4出口から徒歩5分都営三田線志村三丁目駅出口から徒歩7分国際興業バス志村坂上駅停留所から徒歩3分国際興業バス志村二丁目停留所から徒歩2分 志村坂上駅から312m,17:00 - 23:00L.O. 22:00,■ 定休日月曜日(祝日の場合は営業、翌日火曜日は振替休業）,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.77651363863179,139.69196378539905",03-3965-3957,東京都板橋区志村2-9-4 ,164,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉問屋 牛蔵,富士見台駅 68m , 焼肉、ホルモン,,"￥4,000～￥4,999","￥4,000～￥4,999",3.7,-,https://tabelog.com/tokyo/A1321/A132102/13008910/,予約可,予約受付の電話は毎日15時から、1か月先までの予約が可能。当日予約は、営業中のみ受付。HPからWeb予約可能。,西武池袋線富士見台駅北口　徒歩３０秒 富士見台駅から68m,17:00 - 23:00,■ 定休日12/31-1/3,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.73603343863745,139.62899318503435",03-3970-2257,東京都練馬区貫井3-10-2 コイケビル　２Ｆ,1464,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ホルモンまさる ,三田駅 143m , ホルモン、焼肉、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.7,-,https://tabelog.com/tokyo/A1314/A131402/13150755/,予約可,予約は、一か月前から可能（それ以前の予約は不可）混雑時、電話が繫がりにくい場合が御座います。大変恐縮でございますがご理解の程、宜しくお願い申し上げます。15時～17時の間が繋がりやすくなっております。,田町駅すぐ 三田駅から143m,11:30 - 23:30L.O. 23:00,■ 営業時間昼定食は13:00まで昼飲み行っています■ 定休日不定休,カード不可 電子マネー不可,"35.64810063873076,139.74665798406363",03-6435-1990,東京都港区芝5-21-14 ,1378,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉 ジャンボ 白金,白金高輪駅 518m , 焼肉,確かな目利きが光る厳選黒毛和牛はまさに誇り。門外不出の秘伝のタレが旨さ引き立てる,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,-,https://tabelog.com/tokyo/A1316/A131602/13026377/,予約可,,南北線　白金高輪Ａ4出口より　徒歩7分日比谷線　広尾1番出口より　車で3分 白金高輪駅から518m,17:00 - 23:00L.O. 22:00,■ 営業時間デリバリー・テイクアウト・全国配送も行っております。下記備考欄にURLを記載しておりますのでお気軽にご利用下さいませ。■ 定休日年中無休 (12/31-1/2休業),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済不可,"35.64698913872662,139.73141038406308",03-5795-4129,東京都港区白金3-1-1 第一麻布ビル1F,1307,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉冷麺だいじゅ,大塚駅 76m , 焼肉、ホルモン,【ランチ営業あり！】上質な厳選肉と盛岡冷麺が自慢の焼肉屋。上質なお肉をリーズナブルに◎,"￥5,000～￥5,999","￥5,000～￥5,999",3.7,,https://tabelog.com/tokyo/A1323/A132302/13245971/,予約可,,大塚駅徒歩90秒 大塚駅から76m,11:30 - 14:30L.O. 14:00,■定休日なし,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.73248773867119,139.72788918492918",03-5980-9429,東京都豊島区北大塚2-6-3 メゾン大塚 101,466,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,Nose to Tail,飯田橋駅 382m , 焼肉,各路線からのアクセス抜群、隠れ家的なラグジュアリー空間です。,"￥15,000～￥19,999","￥15,000～￥19,999",3.7,-,https://tabelog.com/tokyo/A1309/A130905/13265713/,完全予約制,,JR飯田橋駅　西口　徒歩5分東京メトロ飯田橋駅　B3出口より徒歩3分東京メトロ神楽坂駅　1b出口より徒歩6分 飯田橋駅から382m,18:00 - 23:30,■ 営業時間18:00〜23:30営業形態によって変化をします。店舗にお問い合わせくださいませ。ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済不可,"35.70150023869483,139.74028448460749",070-8491-0829,東京都新宿区神楽坂3-2-6 神楽坂越後屋ビル 3F,160,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,赤坂 みすじ,赤坂見附駅 221m , 焼肉、ホルモン、韓国料理,まるで芸術作品のような美しさ。特別な日に相応しい、”並じゃない”焼肉を堪能する。,"￥8,000～￥9,999","￥8,000～￥9,999",3.69,,https://tabelog.com/tokyo/A1308/A130801/13114946/,予約可,電話受付時間　15:00～24:00※17:00～20:00は電話が大変混み合います,千代田線　　　　   赤坂駅 　　　 徒歩2分 銀座線、丸ノ内線　赤坂見附駅  徒歩2分 赤坂見附駅から221m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67470594725401,139.7370034393833",03-5573-8929,東京都港区赤坂3-16-3 伊勢幸ビル 2F,1057,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ビーフキッチン 恵比寿店,恵比寿駅 151m , 焼肉、居酒屋、ホルモン,上質な黒毛和牛カジュアルにお愉しみいただける焼き肉屋※横浜店、中目黒、渋谷店も営業中！,"￥8,000～￥9,999","￥8,000～￥9,999",3.69,,https://tabelog.com/tokyo/A1303/A130302/13262681/,予約可,,ＪＲ山手線ほか【恵比寿駅】西口　徒歩3分東京メトロ日比谷線【恵比寿駅】徒歩4分恵比寿駅から194m 恵比寿駅から151m,17:00 - 23:00L.O. 料理22:00 ドリンク22:30,■営業時間･定休日※毎週｢月曜日｣定休｡月曜日が祝日の場合､火曜日休とさせていただきます｡※日曜が祝前日の場合は翌日が22時閉店となります｡,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.645496238720845,139.71031548406282",03-6452-2291,東京都渋谷区恵比寿南1-13-3 GOLD 1F,1018,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉・光陽,大崎駅 142m , 焼肉,,"￥6,000～￥7,999","￥6,000～￥7,999",3.69,日曜日,https://tabelog.com/tokyo/A1316/A131604/13020181/,予約可,毎週土曜日は予約不可,ＪＲ山手線「大崎」駅下車徒歩１分 大崎駅から142m,,,カード不可 電子マネー不可 QRコード決済不可,"35.62022463874226,139.72715288379572",03-3493-9272,東京都品川区大崎3-6-7 ,327,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉もちお,表参道駅 304m , 焼肉、ホルモン,最高品質の神戸牛が焼肉で楽しめる！【深夜2時迄営業】,"￥10,000～￥14,999","￥10,000～￥14,999",3.69,,https://tabelog.com/tokyo/A1306/A130602/13287286/,予約可,,東京メトロ各線【表参道駅】徒歩５分 表参道駅から304m,17:00 - 02:00,■ 営業時間(最終入店 25:00),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66755640278317,139.7141779857495",03-6804-6168,東京都港区北青山3-5-2 EVOL青山 B1F,142,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,正泰苑 芝大門店,大門駅 173m , 焼肉、ホルモン,,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,-,https://tabelog.com/tokyo/A1314/A131401/13005213/,予約可,15時から電話予約可能です。,都営浅草線大門駅A6出口から徒歩3分JR浜松町から徒歩8分 大門駅から173m,11:30 - 14:30L.O. 14:00,■ 定休日無休（年末年始除く）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.65809884908132,139.7537311481031",03-5733-5025,東京都港区芝大門1-7-4 パークサイド芝大門 1F,1184,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉うしごろ 西麻布本店,乃木坂駅 805m , 焼肉、ステーキ、ホルモン,【11/27(水)】お席残り僅かです。お問い合わせ下さい】 ランチ11時30分より営業中,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,,https://tabelog.com/tokyo/A1307/A130701/13124592/,予約可,,都営大江戸線 六本木駅2番出口より徒歩8分東京メトロ 日比谷線六本木駅2番出口より徒歩8分東京メトロ 日比谷線広尾駅3番出口より徒歩8分東京メトロ 千代田線乃木坂駅5番出口より徒歩6分 乃木坂駅から805m,16:00 - 23:30,7月6日より土日祝ランチ営業開始致します。■ 定休日12/31・1/1・１/2・1/3,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.660065238715475,139.72252068420144",03-3406-4129,東京都港区西麻布2-24-14 Barbizon73 1F,1051,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ホルモン人生タロちゃん,中野駅 172m , 焼肉、ホルモン、居酒屋,中野駅徒歩2分！神戸ビーフと但馬牛の牝牛に拘ったホルモン、焼肉が気軽に食べられる焼肉酒場！,"￥8,000～￥9,999","￥8,000～￥9,999",3.68,,https://tabelog.com/tokyo/A1319/A131902/13264580/,予約可,当店混雑時は1時間30分制となります。ご予約時間に遅れる際はお店までご連絡お待ちしております。,中央線中野駅、総武線中野駅、東西線中野駅中野北口徒歩2分 中野駅から172m,16:00 - 00:00L.O. 料理23:00 ドリンク23:30,■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.707084638667844,139.66668088471548",03-6454-0729,東京都中野区中野5-35-8 新東京アパート 1F,340,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,代官山 焼肉かねこ,代官山駅 442m , 焼肉,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,水曜日,https://tabelog.com/tokyo/A1303/A130303/13178613/,完全予約制,"※営業時間内はお電話が受けられない場合がございます。ご予約時間から１５分を過ぎてもご連絡が無い場合は自動的にキャンセルとなります。当日のキャンセルや人数変更はキャンセル料お一人様5,000円頂戴致します。キャンセルや変更はお早めにお電話をお願い致します。※お誕生日プレートのサービスは行なっておりません。",東急東横線代官山駅より徒歩7分。代官山蔦屋を超えて都立第一商高の信号を右に入り、次の路地を右。俺のおでんさんの上です。 代官山駅から442m,17:00 - 23:00,■ 定休日その他不定休ありHP参照,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64975763871453,139.6989968841138",03-6415-4129,東京都渋谷区猿楽町17-17 1F,301,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,炭火焼肉ホルモン まるは,五反田駅 169m , 焼肉、ホルモン,〈五反田駅5分〉ネット予約は「炭火焼肉ホルモンまるは 予約」で検索,"￥8,000～￥9,999","￥8,000～￥9,999",3.68,月曜日,https://tabelog.com/tokyo/A1316/A131603/13210437/,予約可,・混雑時は２時間制とさせていただく場合がございます。・ご予約状況により、ご延長・開始時間の変更をお受けできない場合がございます。・混雑状況により2名様はカウンターでのご案内となる場合がございます。・ご予約時間から15分以上ご連絡がない際に、キャンセル扱いとなる場合がございますのでご注意ください。,JR五反田駅東口　徒歩5分都営浅草線五反田駅A6出口　徒歩2分東急池上線五反田駅　徒歩5分五反田有楽街の中にある「壱番街」という通りのちょうど真ん中辺りにございます。 五反田駅から169m,17:30 - 23:00,■ 定休日月曜＋不定休(11/12休み),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.62669923873759,139.72542338386233",03-5449-7287,東京都品川区東五反田1-16-4 アルサイト 1F,280,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,楽酔苑,地下鉄赤塚駅 192m , ホルモン、居酒屋、焼肉,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,-,https://tabelog.com/tokyo/A1322/A132204/13193192/,予約可,,地下鉄赤塚駅から192m,,,カード不可 電子マネー不可 QRコード決済不可,"35.7684395851455,139.64459790909652",03-3977-1358,東京都練馬区田柄2-33-18 1F,78,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,うしごろ 貫 恵比寿本店,恵比寿駅 93m , 焼肉、ホルモン、日本料理,11/27(水)空席ございます。お気軽にお問い合わせくださいませ。,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,,https://tabelog.com/tokyo/A1303/A130302/13160330/,予約可,※当店は全席、履物をお脱ぎいただく、堀こたつ式の座敷となっております。※2名でご予約をされる際はカウンター席ではないお席にお通しする場合もございます。【WEB予約は24時間受付致しております。】【ご予約はTEL13：30より承ります。】,JR西口より徒歩2分アトレ西館に向かって右手側に御座います。日比谷線1番口.3番口より徒歩2分アトレ西館に向かって右側に御座います。 恵比寿駅から93m,16:00 - 23:30,■ 営業時間テイクアウト10:30 - 22:00■ 定休日12/31・1/1・１/2・1/3,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.646240638720066,139.709347384071",03-5725-2929,東京都渋谷区恵比寿南1-8-1 STM恵比寿ビル 1F,823,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,銀座 王十里,東銀座駅 180m , ホルモン、韓国料理、焼肉,[銀座駅から徒歩２分]素材にこだわった韓国焼肉が堪能できるお店,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,日曜日,https://tabelog.com/tokyo/A1301/A130101/13002283/,予約可,,地下鉄銀座線銀座駅三越口(A7出口)徒歩2分／地下鉄日比谷線東銀座駅A2出口徒歩1分／JR有楽町駅数寄屋橋出口徒歩7分 東銀座駅から180m,17:00 - 22:30L.O. 料理21:40 ドリンク22:00,■ 営業時間1/25より通常営業■ 定休日年末年始(12/31~1/2),カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （d払い）,"35.6708110387227,139.76660878427904",03-3538-5866,東京都中央区銀座4-8-11 善隣ビル 1F～2F,625,yakiniku
