awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude
食べログ 洋食 百名店 2023 選出店,キッチン南海 神保町店,神保町駅 234m , 洋食、とんかつ、カレー,,～￥999,～￥999,3.68,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13249021/,予約不可,,都営地下鉄三田線【神保町駅】徒歩４分（Ａ９出口利用）都営地下鉄新宿線、東京メトロ半蔵門線【神保町駅】徒歩５分（Ａ７出口利用）ＪＲ中央線・総武線【御茶ノ水駅】御茶ノ水橋口　徒歩９分 神保町駅から234m,11:15 - 15:00,売り切れ次第終了,カード不可 電子マネー不可 QRコード決済不可,"35.69482763870555,139.7606583845258",03-3219-1616,東京都千代田区神田神保町1-39-8 ハウス神保町 1F,1044,tonkatsu,False,35.69482763870555,139.7606583845258
食べログ 食堂 百名店 2024 選出店,菱田屋,駒場東大前駅 210m , 食堂、海鮮、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.68,日曜日、祝日,https://tabelog.com/tokyo/A1318/A131801/13010480/,予約不可,,駒場東大前駅東口から徒歩３分。 駒場東大前駅から210m,,,カード可 （AMEX） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.65762693870535,139.68585498420248",03-3466-8371,東京都目黒区駒場1-27-12 ,923,tonkatsu,False,35.65762693870535,139.68585498420248
食べログ とんかつ 百名店 2024 選出店,とんかつ ゆたか,浅草（つくばＥＸＰ）駅 287m , とんかつ、居酒屋、日本料理,,"￥2,000～￥2,999","￥2,000～￥2,999",3.68,水曜日、木曜日,https://tabelog.com/tokyo/A1311/A131102/13003669/,予約不可,,つくばエクスプレス 浅草駅 徒歩5分地下鉄銀座線 浅草駅 徒歩5分 浅草駅（つくばＥＸＰ）から287m,11:30 - 14:30L.O. 14:00,■ 定休日その他「公式ホームページ」をご覧ください。,カード不可 電子マネー不可 QRコード決済不可,"35.71176773870542,139.7940701846735",03-3841-7433,東京都台東区浅草1-15-9 ,750,tonkatsu,False,35.71176773870542,139.7940701846735
食べログ とんかつ 百名店 2024 選出店,とんかつ はせ川 東銀座店,築地駅 259m , とんかつ,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,-,https://tabelog.com/tokyo/A1313/A131301/13266947/,予約可,11:30-14:30 予約不可,・東京メトロ日比谷線「東銀座駅」5番出口か「築地駅」2番出口から徒歩3分・都営バス「築地」か「築地三丁目」停留所から徒歩1～2分 築地駅から259m,11:30 - 15:00L.O. 14:30,■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、nanaco、WAON、iD、QUICPay） QRコード決済可,"35.66773353872567,139.76982038424572",03-6281-5129,東京都中央区築地1-13-11 高橋ビル 1F,464,tonkatsu,True,35.66773353872567,139.76982038424572
,とんかつ 王龍,白金高輪駅 594m , とんかつ、ハンバーグ、コロッケ,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,月曜日,https://tabelog.com/tokyo/A1316/A131602/13249768/,予約可,,都営地下鉄・東京メトロ　白金高輪駅　徒歩７分 白金高輪駅から594m,11:30 - 14:00,祝日は月曜日は休み、その他の曜日は営業します。,カード不可 電子マネー不可 QRコード決済不可,"35.6448543387269,139.7280612840439",03-3440-9529,東京都港区白金3-15-15 ,281,tonkatsu,False,35.6448543387269,139.7280612840439
,とんかつ 燕楽,千鳥町駅 310m , とんかつ、かつ丼、カレー,,"￥2,000～￥2,999","￥2,000～￥2,999",3.68,月曜日,https://tabelog.com/tokyo/A1317/A131714/13096288/,予約不可,平日の夜のみ可,東急池上線 千鳥町駅徒歩５分 千鳥町駅から310m,11:00 - 14:30L.O. 14:00,祝日の月曜日は営業、翌日火曜日が休み,カード不可 電子マネー不可 QRコード決済不可,"35.57237443876237,139.69485548333503",03-3755-5641,東京都大田区千鳥1-15-14 ,271,tonkatsu,False,35.57237443876237,139.69485548333503
食べログ とんかつ 百名店 2024 選出店,とんかつ檍 大門店,大門駅 245m , とんかつ、カレー,,-,-,3.67,月曜日、日曜日,https://tabelog.com/tokyo/A1314/A131401/13190933/,予約不可,,JR山手線、京浜東北線「浜松町」駅より徒歩７分都営浅草線、大江戸線「大門」駅より徒歩5分第一京浜「大門」交差点を新橋方向へ。信号のある一つ目の交差点を右へ。一つ目の十字路を過ぎてすぐに左側。 大門駅から245m,,,カード不可 電子マネー不可 QRコード決済不可,"35.658798138726866,139.75575878416532",03-5473-6403,東京都港区浜松町1-11-12 KMビル 1F,1669,tonkatsu,False,35.658798138726866,139.75575878416532
食べログ とんかつ 百名店 2024 選出店,とんかつ いわい,大門駅 180m , とんかつ、カレー,,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13170377/,予約不可,予約の受付は現在、昼夜共に行っておりません。繁忙期は電話の対応できません。,・都営浅草線または都営大江戸線 「大門」駅（A6出口)から徒歩3分・JR山手線「浜松町」駅(北口)から徒歩7分・都営三田線「芝公園」駅(A3出口)から徒歩5分 大門駅から180m,11:30 - 14:30L.O. 13:45,■ 営業時間ご飯、豚汁がなくなり次第、営業終了する場合がございます。夜の営業はラストオーダー前でも30名様前後で営業終了させて頂きます。その他の休業は、とんかついわいのFacebookでご確認くださいませ。土曜日の夜の営業はカウンター5席の営業で17時半〜19時半です。■ 定休日年末年始,カード不可 電子マネー不可 QRコード決済不可,"35.65679283872716,139.75272568414718",03-6809-1529,東京都港区芝公園2-3-7 玉川ビル 2F,1565,tonkatsu,True,35.65679283872716,139.75272568414718
食べログ とんかつ 百名店 2024 選出店,とん久,高田馬場駅 127m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,-,https://tabelog.com/tokyo/A1305/A130503/13000116/,予約不可,,JR山手線「高田馬場」駅(早稲田口)から徒歩2分F・Iビルの地下1階 高田馬場駅から127m,11:00 - 21:40,■ 定休日不定休,カード可 電子マネー可 QRコード決済不可,"35.71277215266878,139.7051534985467",03-3209-3900,東京都新宿区高田馬場1-26-5 Ｆ・Ｉビル B1F,1354,tonkatsu,False,35.71277215266878,139.7051534985467
食べログ とんかつ 百名店 2024 選出店,とんかつ目黒こがね,目黒駅 207m , とんかつ、食堂、弁当,話題沸騰 林SPF！【目黒駅東口徒歩3分】厳選食材を活かした絶品『とんかつ』,"￥1,000～￥1,999","￥1,000～￥1,999",3.67,-,https://tabelog.com/tokyo/A1316/A131601/13218267/,予約不可,,JR線 目黒駅　徒歩３分東急目黒線 目黒駅　徒歩３分南北線 目黒駅　徒歩３分 目黒駅から207m,11:00 - 14:30L.O. 14:00,定休日：不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.63394733873064,139.71803898394074",03-6450-2984,東京都品川区上大崎3-3-4 ヤマヒロビル 1F,1091,tonkatsu,True,35.63394733873064,139.71803898394074
食べログ とんかつ 百名店 2024 選出店,とんかつ武信 代々木上原店,代々木上原駅 314m , とんかつ、かつ丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.67,月曜日,https://tabelog.com/tokyo/A1318/A131811/13024248/,予約不可,誠に恐れ入りますが、席の御予約は承っておりません。宜しくお願い申し上げます。,小田急線、地下鉄千代田線　代々木上原駅東口より徒歩約3分 代々木上原駅から314m,11:30 - 15:00L.O. 14:20,■ 定休日月曜日(祝日の場合は営業）不定期で月火連休を頂く場合がございます。お休みは、「食べログ」および「店舗ホームページ」でご案内しておりますので、そちらをご参照ください。,カード可 （VISA、Master、JCB、AMEX、Diners、UnionPay） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.670254365902395,139.68282314401017",03-3466-1125,東京都渋谷区西原3-1-7 ティーズプレイス 1F,819,tonkatsu,False,35.670254365902395,139.68282314401017
食べログ とんかつ 百名店 2024 選出店,西麻布 豚組,乃木坂駅 734m , とんかつ、カレー、豚料理,,"￥4,000～￥4,999","￥4,000～￥4,999",3.67,月曜日,https://tabelog.com/tokyo/A1307/A130701/13004791/,予約可,,千代田線及木坂駅5番出口徒歩7分/日比谷線六本木駅2番出口 徒歩8分 乃木坂駅から734m,11:30 - 15:00L.O. 14:00,年末年始はお休み。都合により臨時休業あります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.66096593871478,139.72212878421078",03-5466-6775,東京都港区西麻布2-24-9 ,752,tonkatsu,False,35.66096593871478,139.72212878421078
,とんかつ 幻水豚,三軒茶屋駅 125m , とんかつ、食堂、オーガニック,,"￥1,000～￥1,999","￥1,000～￥1,999",3.67,水曜日,https://tabelog.com/tokyo/A1317/A131706/13267114/,予約不可,,三軒茶屋駅徒歩3分 三軒茶屋駅から125m,11:00 - 15:00,■ 定休日年末年始,カード不可 電子マネー不可 QRコード決済不可,"35.64334953871027,139.67283348406738",不明の為情報お待ちしております,東京都世田谷区三軒茶屋1-40-14 太子堂ハイム 102,543,tonkatsu,False,35.64334953871027,139.67283348406738
食べログ とんかつ 百名店 2024 選出店,自然坊,久が原駅 349m , とんかつ、弁当、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.67,水曜日,https://tabelog.com/tokyo/A1317/A131714/13076783/,予約可,ネット予約はInstagram、ホームページ、Googleより可能です。お電話でもいつでもお気軽に。I,東急池上線「久が原」駅より徒歩６分「千鳥町」駅より徒歩11分「御嶽山」駅より徒歩14分 久が原駅から349m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.579429638756174,139.6894798834101",03-5700-5330,東京都大田区久が原4-19-24 ,303,tonkatsu,False,35.579429638756174,139.6894798834101
,とんかつ ここまでやるか。,外苑前駅 286m , とんかつ,【とんかつ好きが、本当に行きたいとんかつ屋】,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,,https://tabelog.com/tokyo/A1306/A130603/13294363/,予約可,◆ランチタイムもご予約ください◆混雑時、滞在時間に関して下記の通りご相談させて頂く場合がございますランチ : 1時間ディナー : 1名様 1時間半、2名様以上 2時間※席タイプのご要望に添えない場合もございます。※貸切ご希望はお電話にて承ります。予めご了承くださいませ。,「外苑前」1a出口から徒歩5分 外苑前駅から286m,11:00 - 15:00L.O. 14:30,＊祝日関係なく日曜定休です。＊ランチタイムもご予約が可能です。,カード可 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay）,"35.66781994948471,139.71722873204791",03-6455-4185,東京都港区南青山3-2-4 セントラル青山No6-BA,245,tonkatsu,False,35.66781994948471,139.71722873204791
,とんかつ とんき 目黒本店,目黒駅 136m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.66,火曜日,https://tabelog.com/tokyo/A1316/A131601/13002040/,予約可,予約は４名以上のみ,JR目黒駅(西口)より、徒歩約２分東急電鉄、都営地下鉄、東京メトロ　目黒駅より、徒歩約3分 目黒駅から136m,16:00 - 21:00,■ 定休日第3月曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.63360673872966,139.71429438393992",03-3491-9928,東京都目黒区下目黒1-1-2 ,1838,tonkatsu,False,35.63360673872966,139.71429438393992
,とんかつ山家 上野店,上野御徒町駅 90m , とんかつ、食堂、コロッケ,,～￥999,～￥999,3.66,-,https://tabelog.com/tokyo/A1311/A131101/13162760/,予約不可,,都営地下鉄大江戸線【上野御徒町駅】徒歩３分東京メトロ銀座線【上野広小路駅】徒歩３分　※地下通路Ａ５地上口　徒歩１分ＪＲ山手線・京浜東北線【御徒町駅】北口　徒歩３分 上野御徒町駅から90m,,,カード不可 電子マネー不可 QRコード決済不可,"35.70867333870095,139.77383568465643",03-5817-7045,東京都台東区上野4-5-1 ,1414,tonkatsu,False,35.70867333870095,139.77383568465643
食べログ とんかつ 百名店 2024 選出店,丸一,大森駅 217m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1315/A131502/13003332/,予約不可,,JR大森駅東口徒歩２分 大森駅から217m,,,カード不可 電子マネー不可 QRコード決済不可,"35.587346238763224,139.72741198346347",03-3762-2601,東京都大田区大森北1-7-2 ,667,tonkatsu,False,35.587346238763224,139.72741198346347
,とんかつ山家 御徒町店,御徒町駅 125m , とんかつ,,～￥999,～￥999,3.65,-,https://tabelog.com/tokyo/A1311/A131101/13138428/,予約不可,,JR山手線「御徒町」駅(北口)から徒歩2分東京メトロ「上野広小路」駅または大江戸線「上野御徒町」駅(A7出口)すぐ 御徒町駅から125m,,,カード不可 電子マネー不可 QRコード決済不可,"35.708292838701716,139.77544198465148",03-5812-8076,東京都台東区上野6-2-6 胡同ビル 1F,1691,tonkatsu,False,35.708292838701716,139.77544198465148
,かつ吉 水道橋店,水道橋駅 39m , とんかつ、ステーキ、豚しゃぶ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.65,-,https://tabelog.com/tokyo/A1310/A131003/13003524/,予約可,,JR総武線水道橋駅東口より徒歩1分都営地下鉄三田線水道橋駅A1口より徒歩1分 水道橋駅から39m,11:00 - 15:30L.O. 14:30,■ 定休日無休（12/31～1/2お正月休み）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.70321783869855,139.75544108461423",03-3812-6268,東京都文京区本郷1-4-1 全水道会館　Ｂ１Ｆ,1074,tonkatsu,False,35.70321783869855,139.75544108461423
食べログ 食堂 百名店 2024 選出店,割烹 三友,人形町駅 222m , 食堂、コロッケ、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130204/13048033/,予約可,夜の部は予約可(電話),東京メトロ日比谷線【人形町駅】徒歩２分東京メトロ半蔵門線【水天宮前駅】徒歩３分都営地下鉄浅草線【人形町駅】徒歩４分 人形町駅から222m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.68412003871939,139.78276058440215",03-3666-1684,東京都中央区日本橋人形町1-10-8 ,794,tonkatsu,False,35.68412003871939,139.78276058440215
食べログ とんかつ 百名店 2024 選出店,鈴新,四谷三丁目駅 234m , とんかつ、かつ丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1309/A130903/13027073/,予約可,夜のみ予約可,東京メトロ丸ノ内線【四谷三丁目駅】徒歩４分都営地下鉄新宿線【曙橋駅】徒歩６分 四谷三丁目駅から234m,,,カード不可 電子マネー可 QRコード決済可 （PayPay）,"35.6893969006635,139.72251841040938",03-3341-0768,東京都新宿区荒木町10-28 十番館ビル 1F,640,tonkatsu,False,35.6893969006635,139.72251841040938
,くり家,錦糸町駅 476m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.65,月曜日、火曜日,https://tabelog.com/tokyo/A1312/A131201/13041484/,予約不可,,総武中央線　東京メトロ半蔵門線　錦糸町駅北口　徒歩７分 錦糸町駅から476m,,,カード不可 電子マネー不可 QRコード決済不可,"35.698938538718565,139.80974138453294",03-3625-9619,東京都墨田区錦糸1-12-2 ,468,tonkatsu,False,35.698938538718565,139.80974138453294
,つかんと,虎ノ門ヒルズ駅 241m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.65,-,https://tabelog.com/tokyo/A1308/A130802/13247540/,予約不可,何人で行っても席作ってくれる,東京メトロ銀座線【虎ノ門駅】徒歩４分東京メトロ日比谷線【虎ノ門ヒルズ駅】徒歩４分 虎ノ門ヒルズ駅から241m,11:30 - 14:00,■ 営業時間ランチ12:00〜14:00（売切次第終了）■ 定休日なし　店外イベント等による臨時休業日あり,カード可 （VISA、Master、JCB、AMEX） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可,"35.66801993871924,139.75023058426234",080-8810-4486,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー 3F,444,tonkatsu,False,35.66801993871924,139.75023058426234
,あげづき コレド室町テラス店,新日本橋駅 177m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.65,-,https://tabelog.com/tokyo/A1302/A130202/13239408/,予約可,,新日本橋駅から177m,,,カード可 電子マネー可 QRコード決済可,"35.68782710862292,139.7725196078692",03-6910-3558,東京都中央区日本橋室町3-2-1 コレド室町テラス 1F,260,tonkatsu,False,35.68782710862292,139.7725196078692
,銀座とんかつ檍,銀座駅 101m , とんかつ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.65,,https://tabelog.com/tokyo/A1301/A130101/13289487/,予約可,・銀座店は2店舗御座います。当店は、銀座とんかつ檍(銀座4丁目店)です。とんかつ檍銀座8丁目店とお間違えのない様にご来店くださいませ。・混雑時はお席のご利用時間を、ランチタイム60分、ディナータイム90分とさせて頂きますのでご了承下さい。・ご予約の時間からご連絡なしで15分過ぎた際には強制キャンセルとさせて頂きます。,銀座駅　徒歩3分有楽町駅　徒歩7分東銀座駅　徒歩8分 銀座駅から101m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.67257055170491,139.76489316590636",03-3528-6527,東京都中央区銀座4-3-2 槁ビル 5F,157,tonkatsu,True,35.67257055170491,139.76489316590636
食べログ とんかつ 百名店 2024 選出店,とんかつ 明石,新橋駅 79m , とんかつ、かつ丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13033663/,予約可,,ＪＲ山手線・京浜東北線【新橋駅】烏森口／日比谷口　徒歩１分東京メトロ銀座線【新橋駅】徒歩３分都営地下鉄浅草線【新橋駅】徒歩４分 新橋駅から79m,,,カード不可 電子マネー不可 QRコード決済不可,"35.666281438722635,139.75738138423978",03-3593-0017,東京都港区新橋2-16-1 ニュー新橋ビル 4F,1044,tonkatsu,False,35.666281438722635,139.75738138423978
,とんかつ檍のカレー屋 いっぺこっぺ 芝大門店,大門駅 106m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.64,日曜日,https://tabelog.com/tokyo/A1314/A131401/13235122/,予約不可,,大門駅から106m,,,カード不可 電子マネー不可 QRコード決済不可,"35.65628523872781,139.7537097841414",03-6450-1110,東京都港区芝大門2-3-17 ,565,tonkatsu,False,35.65628523872781,139.7537097841414
食べログ とんかつ 百名店 2024 選出店,とんかつ 大宝,目黒駅 366m , とんかつ、かつ丼,【目黒駅5分】腕利きの職人による上質なとんかつを堪能◆落ち着いた店内でじっくりとお食事を,"￥2,000～￥2,999","￥2,000～￥2,999",3.63,-,https://tabelog.com/tokyo/A1316/A131601/13007463/,予約不可,,目黒駅（JR山手線、東急目黒線、都営地下鉄三田線、東京メトロ南北線）から徒歩5分 目黒駅から366m,11:30 - 15:00L.O. 14:30,■ 営業時間[月～日]11:30～15:00(L.O14:30)18:00～22:00(L.O21:30)※土日祝日はランチメニュー(お弁当含む)の販売はありません。■ 不定休/年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.63443833872832,139.7117693839501",03-3491-9470,東京都目黒区目黒1-6-15 1F,1200,tonkatsu,True,35.63443833872832,139.7117693839501
食べログ とんかつ 百名店 2024 選出店,イマカツ 銀座店,東銀座駅 126m , とんかつ,【東銀座駅2分】熟練の職人技が光る上質なとんかつと、こだわりの逸品料理を愉しむ。座敷有◎,"￥2,000～￥2,999","￥2,000～￥2,999",3.63,日曜日,https://tabelog.com/tokyo/A1301/A130101/13159038/,予約可,ディナーのみ予約可,東京メトロ日比谷線【東銀座駅】徒歩２分都営地下鉄浅草線【東銀座駅】徒歩３分 東銀座駅から126m,11:30 - 16:00L.O. 15:30,平素より当店をご利用いただき、誠にありがとうございます。この度、設備に不具合が見つかったため、回復工事のため一時休業とさせて頂きます。再開は9月20日（金）18時を予定しております。お問い合わせは店舗にお願い致します。TEL 03-3543-1029,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、nanaco、WAON、iD、QUICPay）,"35.66959213872415,139.76874458426525",03-3543-1029,東京都中央区銀座4-13-18 医療ビル 1F,1087,tonkatsu,False,35.66959213872415,139.76874458426525
食べログ とんかつ 百名店 2024 選出店,とんかつ桂,国分寺駅 966m , とんかつ,,-,-,3.63,月曜日、火曜日、金曜日,https://tabelog.com/tokyo/A1325/A132502/13016062/,予約不可,,国分寺駅から、徒歩17分です。一橋学園駅から、徒歩20分です。国分寺駅の北口バスターミナルではなく、西武多摩湖線の国分寺駅の横、国分寺駅北入口バス停から、西武新宿線、小平駅南口行き「国６１」「国６２」系統のバスに乗車し、１つ目の停留所、「第３小学校前」で下車。バス停の前が「とんかつ桂」。 国分寺駅から966m,11:00 - 13:00,■ 営業時間11:00～13:00頃並びによって早く開いて早く閉まる,カード不可 電子マネー不可 QRコード決済不可,"35.70876273860672,139.47808458486466",非公開,東京都小平市上水本町5-7-20 ,460,tonkatsu,False,35.70876273860672,139.47808458486466
,とんかつ檍のカレー屋 いっぺこっぺ 秋葉原店,末広町駅 224m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.63,-,https://tabelog.com/tokyo/A1311/A131101/13259701/,予約不可,,東京メトロ銀座線　末広町駅　３番出口 徒歩３分JR 山手線　秋葉原駅　電気街口　徒歩８分 末広町駅から224m,11:00 - 20:00,■ 営業時間[年中無休],カード不可 電子マネー不可 QRコード決済不可,"35.70198823870381,139.76950678459195",03-6384-0015,東京都千代田区外神田3-5-3 ,432,tonkatsu,False,35.70198823870381,139.76950678459195
,蓬莱屋,上野御徒町駅 71m , とんかつ、串揚げ,,-,-,3.63,水曜日,https://tabelog.com/tokyo/A1311/A131101/13003598/,予約可,弁当5個以上の注文は前日までに予約が望ましい,ＪＲ山手線・京浜東北線　御徒町駅　徒歩１分東京メトロ銀座線　上野広小路駅　徒歩１分都営地下鉄大江戸線　上野御徒町駅　徒歩１分東京メトロ日比谷線　仲御徒町駅　徒歩２分 上野御徒町駅から71m,11:30 - 14:30L.O. 14:00,■ 定休日水曜日（祝の場合営業、翌木休）,カード可 （VISA、AMEX） 電子マネー不可 QRコード決済不可,"35.70736309652503,139.77377499302597",03-3831-5783,東京都台東区上野3-28-5 ,386,tonkatsu,False,35.70736309652503,139.77377499302597
,とんかつ憲進,飯田橋駅 342m , とんかつ,軽子坂の隠れ家的とんかつ専門店。独特なビジュアルの、ふわふわサクサクのとんかつです。,"￥4,000～￥4,999","￥4,000～￥4,999",3.63,月曜日、木曜日、祝日,https://tabelog.com/tokyo/A1309/A130905/13282484/,予約可,ご予約は、ディナーのみ席数限定で予約可能です。土日祝も予約可能となりました。当日15:00まで受け付けております。予約方法については、お店のHPをご覧ください。,神楽坂駅（東西線）より徒歩約7分。飯田橋駅（東西線、有楽町線、南北線、都営大江戸線、JR）より徒歩約7分※飯田橋駅は最寄りの地下鉄出口はB4bです。 飯田橋駅から342m,11:00 - 14:00,■ 定休日＊月曜・木曜が祝日でもお休みです。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済不可,"35.70224253869454,139.7408832846146",03-6826-9862,東京都新宿区神楽坂3-1-23 Ami神楽坂 2F,284,tonkatsu,False,35.70224253869454,139.7408832846146
,丸八とんかつ店 本店,大井町駅 163m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.62,月曜日,https://tabelog.com/tokyo/A1315/A131501/13007363/,予約不可,,JR東日本 京浜東北線・りんかい線 大井町駅東口より徒歩2分 大井町駅から163m,11:30 - 21:30L.O. 21:00,定食全品300円UP,カード不可 電子マネー不可 QRコード決済不可,"35.60732063875338,139.73630378365897",03-3471-2681,東京都品川区東大井5-4-10 ,1362,tonkatsu,False,35.60732063875338,139.73630378365897
,とんかつ 大希 蒲田,京急蒲田駅 47m , とんかつ、串揚げ、居酒屋,白い衣のヒレかつ 【とんかつ大希】,"￥2,000～￥2,999","￥2,000～￥2,999",3.62,,https://tabelog.com/tokyo/A1315/A131503/13263034/,予約可,"混雑時のお席のご利用は1時間15分とさせて頂きます。ご連絡なしでご予約時間を30分を過ぎた場合はキャンセル扱いとさせて頂きます。お席のご要望があるお客様はその旨お知らせくださいませ。※ご予約の状況によりご希望に添えない場合もございます。ランチタイムの御予約は,お電話にてお受けいたします。",京急蒲田駅より徒歩1分　JR蒲田駅より徒歩8分 京急蒲田駅から47m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、iD、QUICPay） QRコード決済不可,"35.56123263877861,139.72362578320232",03-6715-8845,東京都大田区蒲田4-10-14 あすとウィズ 2F,442,tonkatsu,False,35.56123263877861,139.72362578320232
,Fry家,高田馬場駅 193m , とんかつ、肉料理、洋食,【高田馬場駅3分】★2025年ミシュランビブグルマン獲得★美味しいフライを少量多品種で！,"￥8,000～￥9,999","￥8,000～￥9,999",3.62,,https://tabelog.com/tokyo/A1305/A130503/13288438/,予約可,,JR高田馬場駅より徒歩3分 高田馬場駅から193m,11:00 - 14:30L.O. 14:00,■ 営業時間デイナー最終入店21:00（ロングコースは19:45最終受付）※定食メニューはご予約は承れませんが、当日お越しでお席に空きがあれば、ディナータイムに定食メニューも提供しています。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.71081289400192,139.7037917574026",03-3200-0565,東京都新宿区高田馬場1-32-11 小澤ビル B1F,293,tonkatsu,False,35.71081289400192,139.7037917574026
,イマカツ 六本木本店,六本木駅 196m , とんかつ、日本料理、コロッケ,【六本木駅2分】熟練の職人が腕を振るう自慢のとんかつ◆全てのこだわりを五感で味わう。個室有,"￥2,000～￥2,999","￥2,000～￥2,999",3.61,日曜日,https://tabelog.com/tokyo/A1307/A130701/13096723/,予約可,※ご予約は、ディナーのみ可能です。（ランチは、全席ご予約不可です。）ご予約は、お電話で１4時～１５時、１９時〜２１時が繋がりやすいです。,●都営地下鉄大江戸線「 六本木 」駅 ７番出口から徒歩２分●東京メトロ日比谷線「 六本木 」駅 ４ａ出口から徒歩５分 六本木駅から196m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay）,"35.664449738715575,139.73157848423938",03-3408-1029,東京都港区六本木4-12-5 フェニキア ルクソス 1F,853,tonkatsu,False,35.664449738715575,139.73157848423938
,とんかつ檍 浅草橋店,浅草橋駅 579m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.61,月曜日、日曜日,https://tabelog.com/tokyo/A1311/A131103/13225168/,予約不可,,JR浅草橋駅西口　徒歩8分都営地下鉄浅草線　浅草橋駅　徒歩9分JR秋葉原駅昭和通り口　徒歩13分 浅草橋駅から579m,,,カード不可 電子マネー不可,"35.70124033870797,139.78105318457628",03-5820-1011,東京都台東区浅草橋5-20-8 CSタワービル 107,523,tonkatsu,False,35.70124033870797,139.78105318457628
