awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥今井,外苑前駅 385m , 焼き鳥,このたび、当店ではお支払い方法をキャッシュレス決済に統一させていただく事となりました。,"￥10,000～￥14,999","￥10,000～￥14,999",3.73,,https://tabelog.com/tokyo/A1306/A130603/13025995/,予約可,ご予約の場合、ご人数分のコースのご注文をお願いしております。ご予約当日13時以降のキャンセルの場合、キャンセル料が発生する場合がございます。当日キャンセルの場合は、大変お手数をおかけしますが店舗までお電話にてお願いいたします。,東京メトロ銀座線　   外苑前駅3番出口より徒歩6分東京メトロ千代田線   表参道駅Ａ2番出口より徒歩10分 外苑前駅から385m,17:30 - 22:30,■ 営業時間17:30〜22:30ご予約最終のお時間20:00最終入店(ウォークイン)20:30早くお帰りになられたお客様がいらっしゃる場合、20時過ぎにお席が空くことがございます。遅い時間ご希望のお客様には当日、空き次第ご連絡をさしあげております。お電話にて承ります。■ 定休日毎週土曜日、日曜日他不定休の場合ございます。,カード可 （VISA、Master、JCB、AMEX、Diners、UnionPay） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY、Alipay、WeChat Pay）,"35.67182103870526,139.7139352843262",070-8397-7655,東京都渋谷区神宮前3-42-11 ローザビアンカ 1F,560,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 ひら野,東銀座駅 433m , 焼き鳥,当店はキャッシュレス会計のみとなります。,"￥15,000～￥19,999","￥15,000～￥19,999",3.73,,https://tabelog.com/tokyo/A1301/A130103/13267696/,予約可,,銀座線新橋駅から徒歩5分。JR新橋駅から徒歩6分。日比谷線東銀座駅から徒歩6分。銀座駅から徒歩6分。 東銀座駅から433m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD） QRコード決済可 （PayPay、d払い）,"35.66755223872366,139.76313298424856",03-6281-5958,東京都中央区銀座8-12-15 全国燃料会館 1F,438,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,やきとり阿部,目黒駅 212m , 焼き鳥,日曜、月曜も屋号を変えて営業中！伊達鶏と旬野菜を紀州備長炭で焼き上げます！ソムリエ在中！,"￥6,000～￥7,999","￥6,000～￥7,999",3.73,月曜日、日曜日,https://tabelog.com/tokyo/A1316/A131601/13197391/,予約可,,JR山手線、東急目黒線、都営地下鉄三田線、東京メトロ南北線【目黒駅】徒歩4分 目黒駅から212m,17:00 - 23:00,■ 営業時間最終入店 22:00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.63395423873065,139.71809908394079",03-5422-9834,東京都品川区上大崎3-3-4 MIYUKI HOUSE 1F,278,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 茜,神楽坂駅 379m , 焼き鳥,,"￥15,000～￥19,999","￥15,000～￥19,999",3.73,-,https://tabelog.com/tokyo/A1309/A130905/13196727/,完全予約制,,神楽坂駅 2番出口徒歩4分江戸川橋駅 1ｂ出口徒歩6分 神楽坂駅から379m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70564586277552,139.73079419719673",03-6228-1604,東京都新宿区天神町68 滝沢ビル1F,135,yakitori
,飛鳥くら田,神田駅 189m , 鳥料理、イノベーティブ、焼き鳥,【JR神田駅南口1分】自社養鶏場にてこだわり尽した地鶏をコースで堪能,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,-,https://tabelog.com/tokyo/A1310/A131002/13281891/,完全予約制,OMAKASEよりご予約承ります。基本的にはお電話でのご予約は受け付けておりません。あらかじめご了承くださいませ。,JR神田駅南口より徒歩1分 神田駅から189m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69048263448887,139.7711782081182",03-3518-5860,東京都千代田区鍛冶町1-7-5 神田美須ビル 2F,151,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 山香,神楽坂駅 148m , 焼き鳥,,"￥10,000～￥14,999","￥10,000～￥14,999",3.72,,https://tabelog.com/tokyo/A1309/A130905/13245585/,予約可,"山香コース又は焼鳥コースをお選びください。If you are a tourist living overseas, please make a reservation through Table Check. Reservations can be made one month in advance. ",東西線神楽坂駅2番出口から徒歩1分 神楽坂駅から148m,17:30 - 23:00L.O. 22:00,"■ 定休日日曜、月曜を中心に月8日程お休みを頂いております。ネット予約の枠を設けていない19時などの時間帯や、3名様以上のご予約はお電話にてお問い合わせ下さい。If you are a tourist living overseas, please make a reservation through Table Check.Reservations can be made one month in advance.Please note that reservations made through Tabelog will not be confirmed.",カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.70347973869117,139.73280058463274",03-6265-0108,東京都新宿区矢来町64-4 DEAR神楽坂 2F,135,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥恵 上野広小路店,上野広小路駅 65m , 焼き鳥、鳥料理、居酒屋,【上野広小路駅1分】厳選素材の焼き鳥や旬の味覚とワインのマリアージュを堪能。完全個室完備,"￥10,000～￥14,999","￥10,000～￥14,999",3.71,日曜日,https://tabelog.com/tokyo/A1311/A131101/13128870/,予約可,※ご予約は24時間web予約で受付ております。,都営大江戸線　上野御徒町駅、東京メトロ銀座線　上野広小路駅Ａ4出口から徒歩1分。※広小路交差点より、春日通りを湯島天神方面へ。相鉄フレッサインホテルさんを過ぎた路地を左折。すぐ右側です。東京メトロ千代田線湯島駅、JR御徒町駅からも徒歩3分です。 上野広小路駅から65m,17:30 - 22:30L.O. ドリンク22:00,・毎週日曜定休・１１月のお休み11日（月）、20日（水）、25日（月）・１２月のお休み11日（水）30日（月）～新年1月6日（月）まで冬季休業とさせていただきます。＊尚12月29日（日）は特別営業しております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.70785533870099,139.7723363846492",03-3836-0211,東京都文京区湯島3-40-8 栗田ビル 1F,575,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥焼 笹や,目黒駅 531m , 焼き鳥、居酒屋,一羽丸ごと仕入れで希少部位も堪能できる焼鳥屋。コースのみのご予約になります。◆半個室も完備,"￥6,000～￥7,999","￥6,000～￥7,999",3.71,,https://tabelog.com/tokyo/A1316/A131601/13045529/,予約可,,ＪＲ山手線【目黒駅】徒歩７分東急目黒線、都営地下鉄三田線、東京メトロ南北線【目黒駅】徒歩８分 目黒駅から531m,17:30 - 22:00,■ 営業時間最終入店20:30■ 定休日月曜日、日曜日,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.635291638727274,139.71014188395986",03-5719-7627,東京都目黒区目黒1-24-6 室井ビル 1F,442,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,道しるべ,西武新宿駅 361m , 焼き鳥,,"￥6,000～￥7,999","￥6,000～￥7,999",3.71,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1304/A130401/13101685/,予約可,予約の電話は営業中は中々出れない為、お店の電話ののショートメールにお名前、人数、時間を入れてもらえるようお願いします翌日に返信させて頂きます当日のお席の空き状況はinstagram:michisirube_kabukiでチェックして見てくださいませよろしくお願い致します,西武新宿線「西武新宿駅」より、徒歩3分東京メトロ 丸ノ内線「新宿駅」B13出口より、徒歩3分都営地下鉄 大江戸線「新宿西口駅」D3出口より、徒歩4分JR埼京線・湘南新宿ライン・中央・総武線各駅(停車)・中央線(快速)・山手線「新宿駅」東口より、徒歩5分京王線「新宿駅」京王西口より、徒歩6分小田急線「新宿駅」西口より、徒歩6分 西武新宿駅から361m,18:00 - 01:00,【定休日】水曜日、日曜日、月末最終週の月曜日、休祝日,カード不可 電子マネー不可 QRコード決済不可,"35.69475873868745,139.70369328456505",090-1777-8101,東京都新宿区歌舞伎町1-3-7 ,425,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥おか,神谷町駅 296m , 焼き鳥,「静と動」,"￥20,000～￥29,999","￥20,000～￥29,999",3.71,月曜日、祝日,https://tabelog.com/tokyo/A1307/A130701/13293212/,完全予約制,・ご予約は予約サイト『OMAKASE』より、毎月1日に2か月先までのご予約を承ります。※2024年12月から2か月先までご予約受付※コース一斉スタートの為、ご連絡無しに15分以上遅れる場合、キャンセル扱いとさせていただき、キャンセル料100%を申し受けます。予めご了承ください。※万が一、遅刻・途中退店される場合、コースの一部をお出しできできない可能性もございます。,※麻布台ヒルズ ガーデンプラザC B1Fの麻布台ヒルズマーケット内、「麻布台 鳥しき」横に当店の入り口がございます。■電車東京メトロ日比谷線「神谷町駅」5番出口 直結東京メトロ南北線「六本木一丁目駅」2番出口 徒歩4分東京メトロ日比谷線「六本木駅」3番出口 徒歩10分都営大江戸線「六本木駅」5番出口徒歩10分都営大江戸線「麻布十番駅」6番出口 徒歩10分東京メトロ南北線「麻布十番駅」3番出口 徒歩11分都営三田線「御成門駅」A6出口 徒歩11分最寄り駅○東京メトロ日比谷線『神谷町駅』　　○東京メトロ南北線『六本木一丁目駅』 神谷町駅から296m,12:00 - 15:00,1部/12:00～15：002部/17:00～20：00定休日:月曜日、祝祭日(月曜日が祝祭日の場合、火曜日休み),カード可 電子マネー可 QRコード決済可,"35.662079167926194,139.74188641155243",03-6441-2774,東京都港区麻布台1-2-4 麻布台ヒルズ ガーデンプラザC B1F,79,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,伊勢廣 京橋本店,京橋駅 209m , 焼き鳥、鳥料理、日本料理,創業大正10年◆老舗店舗の伝統の焼鳥フルコースを「賑わい」「寛ぎ」「ハレ」の空間でご堪能。,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,日曜日、祝日,https://tabelog.com/tokyo/A1302/A130202/13251802/,予約可,,地下鉄銀座線京橋駅 徒歩3分ＪＲ東京駅 徒歩5分 京橋駅から209m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67848793871901,139.77034148435396",03-3281-5864,東京都中央区京橋1-4-9 ,698,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,白金 酉玉 本館,広尾駅 821m , 焼き鳥、鳥料理、日本料理,ジャズの流れるカウンターは洗練された大人の空間。個性豊かな希少部位の串焼きと銘酒を堪能,"￥5,000～￥5,999","￥5,000～￥5,999",3.7,,https://tabelog.com/tokyo/A1316/A131602/13005504/,予約可,まれに食べロク上で当日のご予約の御時間変更をされた場合、御後のお客様のお時間とダブルブッキングになる場合がございます。当日の予約のお時間変更がございましたら、お手数ですが店舗までご連絡頂きますよう宜しくお願い致します。,広尾駅　徒歩１０分JR恵比寿駅東口　徒歩１５分 広尾駅から821m,,,カード可 （VISA、Master、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64448343872517,139.72189948404446",03-5795-2950,東京都港区白金6-22-19 ,523,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,瀬尾,麻布十番駅 88m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,日曜日,https://tabelog.com/tokyo/A1307/A130702/13005034/,予約可,,麻布十番駅 麻布十番駅から88m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65718203872144,139.73547478416322",03-5574-8881,東京都港区麻布十番1-4-2 カーサツルオカ　B1F,243,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,虎ノ門 焼鳥國よし,虎ノ門ヒルズ駅 278m , 焼き鳥、鳥料理、居酒屋,【土曜営業のご案内】12月7・21・28日は17時より営業です,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,,https://tabelog.com/tokyo/A1308/A130802/13213940/,予約可,,■電車銀座線：虎ノ門駅1番出口5分JR：新橋駅烏森口12分日比谷線：虎ノ門ヒルズ駅B3出口3分三田線：内幸町駅A3出口6分■お車・タクシー愛宕下通り西新橋２丁目歩道橋・西新橋二丁目西信号虎ノ門ヒルズ内ではございませんご注意ください 虎ノ門ヒルズ駅から278m,17:00 - 23:00L.O. 22:00,【12月土曜営業のご案内】12月7・21・28日は17時より営業【年末年始のご案内】12月29日(日)から1月5日(日)まで冬季お休み,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.66704053872005,139.75078018425205",03-3581-1988,東京都港区西新橋2-15-2 親和ビル B1,239,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥さみ,亀有駅 219m , 焼き鳥,,"￥8,000～￥9,999","￥8,000～￥9,999",3.7,日曜日、祝日,https://tabelog.com/tokyo/A1324/A132403/13256125/,予約可,,JR亀有駅南口より徒歩3分 亀有駅から219m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.76618663868869,139.85003558518397",03-3602-1192,東京都葛飾区亀有3-27-15 エルブランコ 1F,101,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,おが和,人形町駅 153m , 焼き鳥、日本料理,,-,-,3.69,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130204/13063782/,予約可,ランチのテイクアウトとディナーは予約,東京メトロ日比谷線、都営地下鉄浅草線【人形町駅】A4出口徒歩2分東京メトロ半蔵門線【水天宮前駅】徒歩６分 人形町駅から153m,11:25 - 13:30,■ 営業時間なくなり次第終了,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.68746423871708,139.78217758443634",03-3661-8711,東京都中央区日本橋人形町3-11-2 ,974,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥つた,恵比寿駅 408m , 焼き鳥、居酒屋、鳥料理,［NEWS］分店【焼鳥 角レ】をOPENしました、よろしくお願いいたします。,"￥8,000～￥9,999","￥8,000～￥9,999",3.69,-,https://tabelog.com/tokyo/A1303/A130302/13237390/,予約可,■ご予約は【トレタかんたんweb予約】をご利用ください。web予約は下記、当店SNS、またはH.Pから行えます。■※1.5時間程度のご利用でよろしければご案内可能な場合も御座います。お電話にてお問い合わせください■営業時間中は電話応対が難しい場合が御座いますので翌日以降のご予約はweb予約をご利用ください。お電話は当日の空席確認のみお受け致します。,JR恵比寿駅東口から徒歩5分 恵比寿駅から408m,17:00 - 23:30L.O. 22:30,■ 営業時間食材がなくなり次第閉店する場合も御座います。お電話でご確認ください。■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.646460838721566,139.71455358406956",03-6456-4581,東京都渋谷区恵比寿1-22-12 エビステルコ 2F ,446,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥さわ ジグボーンクラブ,白金台駅 769m , 焼き鳥、ラーメン,,"￥4,000～￥4,999","￥4,000～￥4,999",3.69,日曜日、祝日,https://tabelog.com/tokyo/A1316/A131602/13276341/,予約可,,白金台駅から769m,,,カード不可 電子マネー不可 QRコード決済不可,"35.64448083872569,139.7235442840433",090-7017-0022,東京都港区白金6-2-4 ,246,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 高はし,日本橋駅 133m , 焼き鳥,,"￥15,000～￥19,999","￥15,000～￥19,999",3.69,日曜日,https://tabelog.com/tokyo/A1302/A130202/13277790/,完全予約制,おまかせコース （12000円税込)ご予約制になります。 ご予約は、Table Check、またはお電話で４名様までお受けしております。 17時、18時、20時で承っております。,銀座線日本橋駅から約2分東京駅から八重洲口から約10分 日本橋駅から133m,17:00 - 22:30,■ 営業時間[月～金]最終のご入店20時[土]最終のご入店18時■ 定休日日曜日、その他不定休　ネット予約にない人数での利用のご希望はお電話でお問い合わせ下さいませ,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68099037630599,139.77460474947404",03-3527-9501,東京都中央区日本橋2-10-11 Ordin日本橋ビル 2F,163,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,やきとり 右羽。,学芸大学駅 134m , 焼き鳥、居酒屋,"名店で培った確かな技術で味わう""本物""の焼鳥。【学芸大学駅徒歩3分】","￥8,000～￥9,999","￥8,000～￥9,999",3.69,,https://tabelog.com/tokyo/A1317/A131702/13253473/,予約可,,東急東横線　学芸大学駅東口徒歩3分 学芸大学駅から134m,17:30 - 23:00,土曜日は１７時30〜２０時、２０時１５分〜２３時の間でのご予約の受付となっております。混み合った場合は、お席2時間30分でお願いしております。ネット予約はインスタグラムより受け付けております。,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.629680734567,139.68647657690906",070-2667-7796,東京都目黒区鷹番2-20-19 W.学芸大学 1F,149,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥よし 銀座店,内幸町駅 363m , 焼き鳥,,"￥8,000～￥9,999","￥8,000～￥9,999",3.68,-,https://tabelog.com/tokyo/A1301/A130101/13016582/,予約可,,JR有楽町駅　徒歩4分地下鉄銀座駅　徒歩4分JR新橋駅　徒歩5分 内幸町駅から363m,16:00 - 22:00L.O. 21:20,■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可,"35.67062205903875,139.75974257226363",03-5537-3222,東京都中央区銀座7-2 銀座コリドー 街 1F,560,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,どろまみれ,曙橋駅 186m , 焼き鳥、鳥料理、居酒屋,,"￥5,000～￥5,999","￥5,000～￥5,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1309/A130903/13116757/,予約可,,・地下鉄丸ノ内線  四谷三丁目駅  4番出口より徒歩4分・都営新宿線  曙橋駅  A4番出口を出て、すぐ右後ろにある　陸橋階段を上がり、徒歩4分 曙橋駅から186m,17:00 - 00:00L.O. 23:30,【11月のお休み】日・月【12月のお休み】日曜　※年内最終営業日は12/29(日)です。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済可,"35.690721838696014,139.72253108451105",03-6380-1197,東京都新宿区荒木町20 ヤカタビル ２Ｆ,499,yakitori
,葉隠,渋谷駅 611m , もつ焼き、串焼き、焼き鳥,,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13012940/,予約可,,渋谷駅から徒歩15分宮益坂を上がりきって道なりに歩き、一つ目の横断歩道（信号）を右に渡ったところの路地一つ入った付近 渋谷駅から611m,17:00 - 23:00L.O. 料理22:00,★営業する土曜日もあるそう。,カード不可 電子マネー不可 QRコード決済不可,"35.66064483871035,139.70757148421774",03-3400-3294,東京都渋谷区渋谷2-8-11 ,337,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,串焼 大助,大門駅 140m , 焼き鳥、日本料理、居酒屋,,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13116576/,予約可,,大門駅から徒歩2分 大門駅から140m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6566594387274,139.75317908414553",03-3436-7660,東京都港区芝大門2-1-4 ,292,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,興,三ノ輪駅 318m , 焼き鳥、居酒屋、揚げ物,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,水曜日,https://tabelog.com/tokyo/A1324/A132401/13115926/,予約可,席の御指定は承っておりませんので予めご了承下さい。席のご利用時間はご予約の時間から2時間とさせて頂いております。重ねてご了承下さいませ。※基本お子様連れはお断りさせて頂いております。※,日比谷線　三ノ輪駅（2番出口）から徒歩5分※スーパー「ワイズマート」の左脇の道を直進すると、左側に有ります。 三ノ輪駅から318m,17:30 - 23:00L.O. 22:00,■ 営業時間日によっては早めにラストオーダー取る時がありますがご了承下さい。,カード不可 電子マネー可,"35.73033043869169,139.78795498486528",03-3807-4776,東京都荒川区東日暮里1-32-3 1F,201,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,文ちゃん,飯田橋駅 432m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1309/A130905/13011406/,予約可,,飯田橋駅から432m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70076963869513,139.73979588460045",03-3266-8930,東京都新宿区神楽坂3-6 高橋ビル２　Ｂ１Ｆ,175,yakitori
,鳥なお,田原町駅 177m , 焼き鳥、居酒屋、日本酒バー,【田原町駅徒歩2分・浅草駅徒歩5分】紀州備長炭で焼く最高の『焼鳥』と店主こだわりの日本酒。,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,月曜日,https://tabelog.com/tokyo/A1311/A131102/13172840/,予約可,,東京メトロ銀座線「田原町駅」から徒歩2分「浅草駅」から徒歩5分 田原町駅から177m,17:30 - 23:00L.O. 22:00,■ 定休日隔週火曜日（火曜日の営業については、お気軽にお問合せください。）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.71010573870598,139.79248688465785",03-3843-5805,東京都台東区雷門1-5-9 いさよビル 1F,129,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 嘉とう,三田駅 337m , 焼き鳥、鳥料理、ワインバー,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1314/A131402/13193773/,予約可,"当日のご予約のキャンセル、人数変更は事前のご連絡をお願いいたします。当日のキャンセル、人数変更はキャンセル料お一人様4,950円（税込）を頂いております。",JR田町駅三田口 徒歩6分都営浅草線、都営三田線A3出口から徒歩3分 三田駅から337m,18:00 - 22:00,■ 営業時間18：00〜22：00※串が無くなり次第、終了,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （楽天ペイ）,"35.6473026387303,139.7436198840577",03-6722-0977,東京都港区三田3-3-2 豊田ビル 2F,107,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,ヒヨク之トリ,麻布十番駅 255m , 焼き鳥、串焼き、日本酒バー,,"￥5,000～￥5,999","￥5,000～￥5,999",3.67,-,https://tabelog.com/tokyo/A1307/A130702/13111237/,予約可,,東京メトロ南北線・都営大江戸線麻布十番駅6番出口より徒歩約3分 麻布十番駅から255m,17:00 - 23:00,■営業時間毎日17:00～23:00(ラストオーダー 22:00)■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.65759793872214,139.73852838416528",03-6441-0917,東京都港区東麻布3-2-9 ,653,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,喜鈴,恵比寿駅 151m , 焼き鳥、水炊き、居酒屋,【恵比寿駅西口徒歩１分】 平日は17時から、土日祝日は16時から営業しております,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,,https://tabelog.com/tokyo/A1303/A130302/13188236/,予約可,,JR恵比寿駅西口より徒歩1分東京メトロ日比谷線1番・2番出口より徒歩1分 恵比寿駅から151m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64729263871912,139.70849878408225",03-6427-8437,東京都渋谷区恵比寿西1-8-10 EBISU高橋ビルB1F,606,yakitori
,焼鳥 みかど,新宿三丁目駅 63m , 焼き鳥、居酒屋,☆期間限定☆ランチ営業終日実施中！！【個室完備】店主が丁寧に焼き上げる焼鳥✕世界のワイン,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,,https://tabelog.com/tokyo/A1304/A130401/13254421/,予約可,※コースは2時間制となります。※予約時(Webなど)のお席の指定はお受けしておりません。※お店に要望がある場合は必ずお電話下さい。（コメントですとお店からの確認連絡が出来ない場合があるのでご了承下さい）,東京メトロ丸ノ内線　新宿三丁目駅　徒歩1分JR山手線　新宿駅　徒歩3分 新宿三丁目駅から63m,12:00 - 15:00,■ 営業時間■ランチ13：00最終入店となります。前日の22時まで予約必須。■ 定休日無,カード可 （VISA、Master、AMEX） 電子マネー不可 QRコード決済不可,"35.69054983869032,139.7043237845221",050-3188-0647,東京都新宿区新宿3-31-1 大伸第2ビル 9F,591,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,銀座バードランド,銀座駅 103m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13004097/,予約可,,丸の内線、銀座駅Ｃ６出口へ入ると、鶏の絵の看板があります。 銀座駅から103m,,,カード可 （VISA、Master、JCB、AMEX、Diners）,"35.67278463872057,139.7638928843009",03-5250-1081,東京都中央区銀座4-2-15 塚本素山ビル　Ｂ１Ｆ,428,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 はちまん,早稲田（都電）駅 341m , 焼き鳥、鳥料理,,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,火曜日,https://tabelog.com/tokyo/A1305/A130504/13000055/,予約可,混雑時（お席お待ちの方がいらっしゃる場合）、ご予約の時間から３時間でお席を空けていただきます。,都電荒川腺「早稲田」駅から徒歩5分東京メトロ「早稲田」駅から徒歩7分東京メトロ「西早稲田」駅から徒歩12分 早稲田駅（都電）から341m,17:00 - 23:00,最新の情報はInstagramを参照ください。■ 定休日火曜日　　第２、４水曜日12/25（水）臨時営業12/31〜1/5　休業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.709587038682066,139.71635668470597",03-3203-2880,東京都新宿区西早稲田3-1-1 八幡鮨　Ｂ１Ｆ,426,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,阿佐ヶ谷バードランド,阿佐ケ谷駅 104m , 焼き鳥、居酒屋、ワインバー,,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,月曜日、日曜日,https://tabelog.com/tokyo/A1319/A131905/13026225/,予約可,,JR阿佐ヶ谷駅より徒歩2分。JR阿佐ヶ谷駅南口を出てすぐ右にある交番の脇道を線路沿いに100m程進むと道に突き当たるので、そこを左に曲がって二軒目です。 阿佐ケ谷駅から104m,17:00 - 22:30L.O. 22:00,■ 営業時間※ネタが無くなり次第早く閉める事があります。※ご利用時間は2時間〜2時間半程度でお願い致します。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.704361638659385,139.63474888471038",03-3392-8941,東京都杉並区阿佐谷南3-37-9 パールアサガヤ　１Ｆ,367,yakitori
,晩鶏,乃木坂駅 629m , 焼き鳥,乃木坂駅より徒歩7分。落ち着いた空間でゆったりと過ごせるワンランク上のやきとり店,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,日曜日,https://tabelog.com/tokyo/A1307/A130701/13168868/,予約可,,日比谷線　広尾駅・六本木駅　徒歩10分大江戸線　六本木駅　　　　　徒歩10分千代田線　乃木坂駅　　　　　徒歩8分 乃木坂駅から629m,17:00 - 23:00L.O. 22:00,■ 営業時間最終入店　（月曜〜金曜）21：45  （土曜、祝日）20：45テイクアウトのお弁当は当日15:00までのご予約にて承ります。お引渡しは当日17:00以降にてお願い致します。■ 定休日日曜日、祝祭日営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66142393871495,139.72355798421444",03-6804-1759,東京都港区西麻布1-14-2 疋田ビル 1F,305,yakitori
