awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude
食べログ 寿司 TOKYO 百名店 2022 選出店,さき田,三鷹市 , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.76,-,https://tabelog.com/tokyo/A1320/A132001/13216828/,完全予約制,,"吉祥寺より、バスで下連雀下車1分 井の頭公園駅から1,396m",,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.691549738646756,139.5695254846267",0422-71-3133,東京都三鷹市下連雀1-9-17 Kビル 1F,104,sushi,False,35.691549738646756,139.5695254846267
,鮨 波やし,高円寺駅 156m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.76,-,https://tabelog.com/tokyo/A1319/A131904/13238504/,予約可,,高円寺駅から156m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70669423866282,139.6501849847231",不明の為情報お待ちしております,東京都杉並区高円寺北2-7-11 ,103,sushi,False,35.70669423866282,139.6501849847231
,鮨 祥,乃木坂駅 734m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.76,-,https://tabelog.com/tokyo/A1306/A130602/13261175/,完全予約制,ご予約時にお苦手な食材、食べ物アレルギーなどをお知らせください。 ご予約時にお申し出のない場合は、当日変更が出来ない場合がございます。,地下鉄銀座線表参道駅 A4番出口 徒歩10分地下鉄半蔵門線表参道駅 A4番出口 徒歩10分地下鉄千代田線表参道駅 A4番出口 徒歩10分地下鉄千代田線乃木坂駅 5番出口 徒歩10分 乃木坂駅から734m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.66164433871399,139.72098788421846",03-6427-3237,東京都港区西麻布2-15-1 三澤ビル B1F,94,sushi,False,35.66164433871399,139.72098788421846
,寺子屋 すし匠,神谷町駅 187m , 寿司,,"￥40,000～￥49,999","￥40,000～￥49,999",3.76,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130704/13291238/,完全予約制,,東京メトロ日比谷線 神谷町駅 5番出口 直結 神谷町駅から187m,,,カード可 電子マネー可 QRコード決済可,"35.66193709040757,139.74329259110075",03-6450-1023,東京都港区虎ノ門5-9-1 麻布台ヒルズ ガーデンプラザB 1F,67,sushi,False,35.66193709040757,139.74329259110075
食べログ 寿司 TOKYO 百名店 2022 選出店,不動前 すし 岩澤,不動前駅 370m , 寿司,11月29日(金)前半のお時間で2席空席ございます。,"￥20,000～￥29,999","￥20,000～￥29,999",3.75,水曜日,https://tabelog.com/tokyo/A1317/A131710/13193460/,予約可,,駅からのアクセス東急目黒線 ／ 不動前駅 徒歩6分（450m）JR山手線 ／ 五反田駅(a2) 徒歩9分（670m）東急池上線 ／ 五反田駅(a2) 徒歩9分（670m 不動前駅から370m,17:30 - 23:00,■ 定休日祝日の月曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.624228497096794,139.71700853514298",03-5436-8338,東京都品川区西五反田5-6-11 NSVビル 1F,265,sushi,False,35.624228497096794,139.71700853514298
,一宇,飯田橋駅 329m , 日本料理、寿司,神楽坂の路地裏に佇む上質な和空間。旬の味覚を用いて工夫を凝らした逸品と厳選銘酒に舌鼓を打つ,"￥20,000～￥29,999","￥20,000～￥29,999",3.75,月曜日,https://tabelog.com/tokyo/A1309/A130905/13268887/,予約可,遅れる際はご一報ください当日キャンセルはキャンセル料が発生すると思います,飯田橋駅から地下鉄B3徒歩2分JR飯田橋駅から徒歩5分神楽坂駅から徒歩8分 飯田橋駅から329m,18:00 - 23:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70046013869573,139.74105638459645",03-6280-7047,東京都新宿区神楽坂2-22 1F,81,sushi,False,35.70046013869573,139.74105638459645
食べログ 寿司 TOKYO 百名店 2022 選出店,江戸前鮓 すし通,六本木駅 516m , 寿司、海鮮,心地よい余韻を残す、端正な握り、細やかな心配りで魅せる正統派熟成鮨,"￥30,000～￥39,999","￥30,000～￥39,999",3.74,,https://tabelog.com/tokyo/A1307/A130701/13061640/,予約可,"海外のお客様のご予約は、当サイトではお受けいたしかねます。Table Checkからのご予約をお待ちしております。We don't accept reservations from overseas guest through this site.Please boking through ""Table Check""",六本木駅1c出口より徒歩8分大江戸線六本木駅からは、徒歩２０分 六本木駅から516m,11:30 - 12:00,■ 営業時間【昼】予約可能時間：11:30～12:00【夜】予約可能時間：18:00～20:30・２ヶ月前から受け付けております。・ネット予約の際はカウンター、もしくは個室の選択をお願いいたします。選択されない場合、ご希望に添えないことがございます。・営業中はお電話が繋がりにくくなっております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.660104138716726,139.72650808419903",03-3404-2622,東京都港区西麻布3-1-15 RFビルB1F,584,sushi,False,35.660104138716726,139.72650808419903
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨 利﨑,代々木公園駅 644m , 寿司、海鮮,今話題の“奥渋”エリアで美食家たちを唸らせる注目の寿司屋。気鋭の職人による自在な握りに舌鼓,"￥20,000～￥29,999","￥20,000～￥29,999",3.74,,https://tabelog.com/tokyo/A1303/A130301/13235258/,予約可,■ご予約を当日にキャンセルされた場合、下記の料金を頂戴いたします。何卒、よろしくお願いいたします。当日キャンセル : コース料金の100%前日キャンセル : コース料金の50%■お子様が同伴される場合は、1人前のコースが食べられる場合のみ可とさせていただきます。,※Google map ですと裏口に案内されてしまいます。　宇田川遊歩道沿いが正面入口となります。渋谷駅より徒歩13分代々木公園駅より徒歩9分 神泉駅より徒歩12分 代々木公園駅から644m,18:00 - 23:00,■ 営業時間２部制となります（２時間半制）【第１部】18:00～20:30【第2部】20:30～23:00,カード可 電子マネー不可 QRコード決済不可,"35.66416683870377,139.6939259842629",03-5738-8293,東京都渋谷区神山町8-2 ,357,sushi,False,35.66416683870377,139.6939259842629
,紀文寿司,浅草（東武・都営・メトロ）駅 211m , 寿司,,-,-,3.74,-,https://tabelog.com/tokyo/A1311/A131102/13016811/,予約可,,東京メトロ銀座線、東武伊勢崎線　浅草駅　徒歩２分都営地下鉄浅草線　浅草駅　徒歩４分つくばエクスプレス　浅草駅　徒歩５分 浅草駅（東武・都営・メトロ）から211m,,,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.711589338705984,139.79546288467074",03-3841-0984,東京都台東区浅草1-17-10 ,256,sushi,False,35.711589338705984,139.79546288467074
食べログ 寿司 TOKYO 百名店 2022 選出店,すし岩瀬,都庁前駅 501m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.74,月曜日,https://tabelog.com/tokyo/A1304/A130401/13146391/,予約可,,都庁前駅から501m,15:00 - 21:30,■ 定休日第1・第3日曜日他 夏季・年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.686096438689404,139.69256248448534",03-6279-0149,東京都新宿区西新宿3-4-1 福地ビル 1F,199,sushi,False,35.686096438689404,139.69256248448534
,小笹寿し,下北沢駅 647m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.74,-,https://tabelog.com/tokyo/A1318/A131802/13001397/,予約不可,,下北沢駅から647m,,,カード不可 電子マネー不可 QRコード決済不可,"35.655734938701,139.66844278419558",03-3413-0488,東京都世田谷区代沢3-7-10 ,110,sushi,False,35.655734938701,139.66844278419558
,鮨 むらやま,銀座駅 282m , 寿司,,"￥40,000～￥49,999","￥40,000～￥49,999",3.74,-,https://tabelog.com/tokyo/A1301/A130101/13287621/,予約可,,銀座駅から282m,,,カード可 電子マネー不可 QRコード決済可 （d払い）,"35.66991412200624,139.7621929569097",03-6263-8295,東京都中央区銀座7-6-2 銀座門ビル 7F,91,sushi,False,35.66991412200624,139.7621929569097
,仲野,渋谷駅 500m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.74,-,https://tabelog.com/tokyo/A1303/A130301/13268768/,完全予約制,※必ずご予約者ご本人様がご来店くださいますようお願い致します。ご本人様以外の方のご来店はキャンセル扱いとさせていただきますので予めご了承ください。※広範囲なアレルギーや苦手な食材がある場合、ご予約をお断りする可能性がございます。予めご了承ください。※当日のキャンセルはキャンセル料としてコース料金100%のお支払いをお願いしております。,渋谷駅から徒歩7分表参道駅から徒歩10分 渋谷駅から500m,,,カード可 （AMEX） 電子マネー不可 QRコード決済可,"35.661094338709496,139.70579638422356",03-5774-1196,東京都渋谷区渋谷1-5-9 ,83,sushi,False,35.661094338709496,139.70579638422356
,鮨 梢,高輪台駅 257m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.74,-,https://tabelog.com/tokyo/A1316/A131603/13263453/,完全予約制,鮨梢Instagramより予約可能。,都営浅草線　高輪台駅より5分JR山手線　品川駅より10分 高輪台駅から257m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.63341723873554,139.73237148392536",080-6519-6623,東京都港区高輪3-6-12 ブレアハウス,83,sushi,False,35.63341723873554,139.73237148392536
食べログ 寿司 TOKYO 百名店 2022 選出店,寿し処 寿々,溜池山王駅 171m , 寿司,銀座で練磨を重ねた実力派が魅せる、極上の握り。鮮魚と日本酒が織りなす、粋な味わいを楽しむ,"￥20,000～￥29,999","￥20,000～￥29,999",3.73,,https://tabelog.com/tokyo/A1308/A130802/13024464/,予約可,特になし,溜池山王駅11番出口徒歩1分 溜池山王駅から171m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6711269387144,139.7412430843",03-3586-1010,東京都港区赤坂2-9-4 １Ｆ,620,sushi,False,35.6711269387144,139.7412430843
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨 りんだ,不動前駅 512m , 寿司、日本料理,10周年を機に内装大規模改装を行い9月にリニューアルオープン！,"￥30,000～￥39,999","￥30,000～￥39,999",3.73,,https://tabelog.com/tokyo/A1316/A131601/13168140/,予約可,※香水、柔軟剤等の香りの強い方は入店をお断りする場合がございます。※２日前からのキャンセルはキャンセル料としてコース料金100％のお支払いをおねがいしております。※サービス料を別途10％頂戴しております。,•JR山手線 目黒駅から徒歩１０分•東急目黒線 不動前駅から徒歩７分•東急バス 不動尊参道バス停降りてすぐ 不動前駅から512m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.62967614056013,139.7108721272849",03-6420-3343,東京都目黒区下目黒2-24-12 イメージスタジオ109 1F,482,sushi,False,35.62967614056013,139.7108721272849
食べログ 寿司 TOKYO 百名店 2022 選出店,すし処 宮葉,浜松町駅 196m , 寿司,【浜松町駅徒歩3分】創業200年の伝統を受け継ぐ、正統派の本格江戸前寿司を心ゆくまで堪能,"￥15,000～￥19,999","￥15,000～￥19,999",3.73,,https://tabelog.com/tokyo/A1314/A131401/13019499/,予約可,,[最寄駅→すし処宮葉]浜松町駅（金杉橋口）徒歩3分。都営浅草線大門駅から徒歩5分。 浜松町駅から196m,11:30 - 14:45L.O. 料理14:00 ドリンク14:15,■ 定休日月曜日・木曜日が祝日の場合は営業。振替で平日を１日休業します。詳しくは予約カレンダーでご確認くださいませ。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、Alipay）,"35.653627138730194,139.75587478411302",03-3431-3880,東京都港区浜松町2-11-8 ,460,sushi,False,35.653627138730194,139.75587478411302
食べログ 寿司 TOKYO 百名店 2022 選出店,匠 誠,新宿駅 254m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.73,日曜日,https://tabelog.com/tokyo/A1304/A130401/13205213/,,,JR新宿駅東南口、ミライナタワー口より徒歩1分東京メトロ　副都心線「新宿三丁目駅」より3分 新宿駅から254m,18:00 - 23:00,■ 営業時間[月・水・金]18:00~23:00(L.O.22:30)[火・木・土]11:30～13:30(売り切れ仕舞い) 18:00~23:00(L.O.22:30)■ 定休日日曜・祝日の月曜,カード可 （VISA、Master、JCB、Diners） 電子マネー不可 QRコード決済不可,"35.688908138690806,139.70256508450677",,東京都新宿区新宿4-1-9 新宿ユースビル「PAX」 6F,421,sushi,False,35.688908138690806,139.70256508450677
,あじゅう田,神泉駅 604m , 寿司、日本料理,様々なシチュエーションであじゅう田の鮨を。大将カウンター、又は電話限定の個室（1室のみ）で,"￥30,000～￥39,999","￥30,000～￥39,999",3.73,,https://tabelog.com/tokyo/A1303/A130301/13257494/,完全予約制,ご予約のお問い合わせは12:00より受け付けております。お電話お待ちしております。WEB予約は24時間受け付けております。＊電話予約限定の個室1室ございます。,JR「渋谷駅」から徒歩9分東京メトロ「渋谷駅」から徒歩7分※東急本店様を右折した「オーチャードロード」沿いよりお越し下さい。　エレベーターのある側が正面入り口となります。※タクシーでお越しの際に、当店裏口の方にご案内されてしまうことがございます。　お手数ではございますが、上記「オーチャードロード」沿いにご停車して頂けますよう、　乗務員の方にお伝え下さいませ。 神泉駅から604m,18:00 - 22:30,■ 営業時間【夜の部】カウンター一部　18:00〜20:00二部　20:30〜22:30※必ずご予約者ご本人がご来店くださいますようお願い致します。ご本人様以外の方のご来店はキャンセル扱いとさせていただきますので予めご了承ください。■ 定休日営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66257693870517,139.69515218424596",03-6804-7095,東京都渋谷区宇田川町37-15 ARISTO渋谷 B1F,287,sushi,False,35.66257693870517,139.69515218424596
食べログ 寿司 TOKYO 百名店 2022 選出店,小笹寿し,新橋駅 305m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.73,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13000569/,予約可,,JR・東京メトロ銀座線新橋駅徒歩3分 新橋駅から305m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66848603265687,139.76044613469827",03-3289-2227,東京都中央区銀座8-6-18 第５秀和ビル　１Ｆ,220,sushi,False,35.66848603265687,139.76044613469827
,すし匠 まさ,六本木駅 816m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.73,月曜日,https://tabelog.com/tokyo/A1307/A130703/13016512/,予約可,,広尾駅徒歩12分程度六本木駅より徒歩12分程度西麻布交差点から徒歩1分渋谷からバス 六本木駅から816m,18:00 - 00:00,■ 定休日年末年始、８月中旬、ＧＷ、不定期日曜休み有り,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可,"35.65950923871602,139.7231118841954",03-3499-9178,東京都港区西麻布4-1-15 セブン西麻布　Ｂ１Ｆ,138,sushi,False,35.65950923871602,139.7231118841954
食べログ 寿司 TOKYO 百名店 2022 選出店,かがみ,赤坂駅 220m , 寿司,赤坂駅5分◆有名店の技術やスタイルと融合した旬の握り、寛ぎの空間、おもてなしはすべて一級品,"￥30,000～￥39,999","￥30,000～￥39,999",3.73,,https://tabelog.com/tokyo/A1308/A130801/13239661/,完全予約制,おまかせコースのご提供になりますので、ベジタリアンメニューやアレルギーなどの特別な個別対応は出来かねます。激しい好き嫌いがある方はご利用をお断りする場合もございます。ご了承下さい。,東京メトロ千代田線　赤坂駅より徒歩5分 赤坂駅から220m,18:00 - 22:30,その他不定休ございます。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.671132838713504,139.7383984843021",03-6277-6855,東京都港区赤坂2-16-6 TKビル B1F,97,sushi,False,35.671132838713504,139.7383984843021
,鮨 忠,新富町駅 143m , 寿司,築地駅1分◆こだわりの江戸前鮨とお酒のペアリングを堪能。全8席の贅沢空間で優雅なひとときを,"￥30,000～￥39,999","￥30,000～￥39,999",3.73,,https://tabelog.com/tokyo/A1313/A131301/13256736/,完全予約制,,東京メトロ　日比谷線築地　4番出口　徒歩1分東京メトロ　有楽町線新富町4番出口　徒歩1分 新富町駅から143m,18:00 - 22:30,■ 営業時間18:00〜/20:30〜の2部制となっております※時間予約制■ 定休日その他不定休,カード可 （VISA、Master、JCB、AMEX、Diners、UnionPay） 電子マネー不可 QRコード決済可 （PayPay）,"35.66925253872583,139.7733648842586",03-6264-2466,東京都中央区築地2-5-7 ACN築地2丁目ビル 1F,84,sushi,False,35.66925253872583,139.7733648842586
食べログ 寿司 TOKYO 百名店 2022 選出店,鮓 村瀬,六本木駅 343m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,,https://tabelog.com/tokyo/A1307/A130701/13174475/,予約可,,メトロ六本木駅2番出口から徒歩5分 六本木駅から343m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.66163013871612,139.7276729842136",03-3479-5240,東京都港区西麻布1-2-3 アクティブ六本木 1F,476,sushi,False,35.66163013871612,139.7276729842136
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨 一條,馬喰横山駅 201m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.72,,https://tabelog.com/tokyo/A1302/A130204/13191562/,予約可,,馬喰横山駅A3出口より徒歩3分 馬喰横山駅から201m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.690338038715424,139.782721384465",03-6661-1335,東京都中央区東日本橋3-1-3 奥田ビル 1F,266,sushi,False,35.690338038715424,139.782721384465
,鮨　まつ本,新板橋駅 133m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.72,-,https://tabelog.com/tokyo/A1322/A132201/13185463/,完全予約制,毎月1日15時よりネットのみご予約承ります。[キャンセルポリシー]前日50%当日100%キャンセル料が発生しますのでご注意下さい。,埼京線板橋駅西口から徒歩5分都営三田線新板橋駅A3出口から徒歩3分 新板橋駅から133m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.74770863865876,139.71919598508904",03-5944-1435,東京都板橋区板橋1-49-14 宮本ビル 1F,249,sushi,False,35.74770863865876,139.71919598508904
食べログ 寿司 TOKYO 百名店 2022 選出店,匠 鮨 おわな,恵比寿駅 232m , 寿司、海鮮,第１ ，３土曜日の12:00 営業致しております(おまかせコース),"￥20,000～￥29,999","￥20,000～￥29,999",3.72,-,https://tabelog.com/tokyo/A1303/A130302/13211921/,予約可,ご予約はお電話からお願い致します,JR恵比寿駅 徒歩5分 地下鉄日比谷線 恵比寿駅 徒歩5分 恵比寿駅から232m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.644765338721335,139.71041798405534",03-5725-2020,東京都渋谷区恵比寿南1-17-17 TIMEZONEテラスビル 4F,191,sushi,False,35.644765338721335,139.71041798405534
,すし家 祥太,麻布十番駅 325m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,月曜日,https://tabelog.com/tokyo/A1307/A130702/13241750/,予約可,,麻布十番駅１番出口（東京メトロ南北線方面）から徒歩3分 麻布十番駅から325m,12:00 - 14:30L.O. 14:00,■ 定休日第１・3日曜日,カード可 電子マネー不可 QRコード決済不可,"35.65362456561529,139.73554897524608",03-6722-6588,東京都港区麻布十番3-3-10 LANIビルⅡ 1F,169,sushi,False,35.65362456561529,139.73554897524608
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨きむら,水天宮前駅 350m , 寿司,日本からNYへ羽ばたいた店主 木村氏が昔から憧れの町 日本橋で独立,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,,https://tabelog.com/tokyo/A1302/A130204/13218866/,予約可,"3営業日前からのキャンセルはコース料金全額を頂いております。また、当日のキャンセルや無断キャンセルをされた場合、次回以降の予約が取りにくくなる場合がございます。■二子玉川『すし 㐂邑』の系列店ではございません。■ This restaurant is Not the branch of Sushi Kimura in Tamagawa, Setagaya District.",東京メトロ半蔵門線「水天宮前駅」8番出口より徒歩3分東京メトロ日比谷線「人形町駅」A2出口より徒歩4分徒歩メトロ東西線「茅場町駅」7番出口より徒歩4分 水天宮前駅から350m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.682920538719785,139.78162288439086",03-6667-0634,東京都中央区日本橋蛎殻町1-8-2 ヴェラハイツ日本橋蛎殻町 1F,154,sushi,False,35.682920538719785,139.78162288439086
,鮨よし田,広尾駅 449m , 寿司,,"￥50,000～￥59,999","￥50,000～￥59,999",3.72,-,https://tabelog.com/tokyo/A1307/A130703/13233400/,完全予約制,【予約】・御予約はオンライン予約サービス「OMAKASE」にて24時間、承らせて頂いております。（恐れ入りますが、お電話での御予約は承っておりません。）【キャンセルポリシー】・予約以降から11日前のキャンセル　（コース料金の20％）・10日前からのキャンセル　（コース料金の50％）・3日前からのキャンセル　（コース料金の100％）,日比谷線広尾駅より徒歩5分 広尾駅から449m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6558289387184,139.7232535841581",03-5793-3660,東京都港区南麻布5-1-2 クラウディアビル 1F,135,sushi,False,35.6558289387184,139.7232535841581
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨 大地,広尾駅 719m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,月曜日,https://tabelog.com/tokyo/A1307/A130703/13150503/,予約可,新規の電話予約は受付をしておりません。予約サイト食オクにて限定席でご予約を承ります。,白金高輪から徒歩10分広尾駅から徒歩10分 広尾駅から719m,18:00 - 22:00,新規の電話予約は受付をしておりません。予約サイト食オクにて限定席でご予約を承ります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64704913872532,139.72747518406646",非公開,東京都港区南麻布4-11-27 オリエンタル南麻布 1F,99,sushi,False,35.64704913872532,139.72747518406646
,鮨 きのした,六本木駅 459m , 寿司、日本料理,西麻布の隠れ家空間で味わう、至高の日本料理と江戸前鮨,"￥30,000～￥39,999","￥30,000～￥39,999",3.72,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130701/13219373/,完全予約制,営業中のお電話はつながりにくい事がありますのでご了承下さい。12～１５時が一番繋がりやすいお時間です。POCKET CONCIERGEにて24時間オンラインでのご予約が可能です。　24-hour online reservation is available on Pocket Concierge.　Pocket Concierge提供24小时网上预约。,千代田線 「乃木坂駅」5番出口より徒歩約5分大江戸線、日比谷線 「六本木駅」2番出口より徒歩約9分 六本木駅から459m,18:00 - 23:00,■ 営業時間前半１８：００～２０：３０後半２０：３０〜２３：００１１：００からお電話のご予約を承っております。ご連絡をお待ちしております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66224093871527,139.7261885842208",03-6434-7353,東京都港区西麻布1-4-46 カーサスプレンディッド西麻布 203,70,sushi,False,35.66224093871527,139.7261885842208
,鮨 真菜,湯島駅 152m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,-,https://tabelog.com/tokyo/A1311/A131101/13156939/,予約可,,千代田線湯島駅２番出口より徒歩１分ＪＲ御徒町駅より徒歩５分 湯島駅から152m,17:30 - 22:00,■ 定休日不定休,カード可 電子マネー不可,"35.70848863869986,139.77002008465723",03-6803-0190,東京都文京区湯島3-46-6 TS天神下ビル 1F,51,sushi,False,35.70848863869986,139.77002008465723
,鮨おくやま,鬼子母神前駅 228m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.72,水曜日、日曜日,https://tabelog.com/tokyo/A1305/A130502/13107792/,予約可,,副都心線雑司が谷駅下車。3番出口から出ると、目白通りの向かい側にお店が見えます。 鬼子母神前駅から228m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.71818473867607,139.71466358479398",03-5950-8232,東京都豊島区高田2-18-22 クレアス目白　１F,44,sushi,False,35.71818473867607,139.71466358479398
食べログ 寿司 TOKYO 百名店 2022 選出店,鮨 海宇,住吉駅 339m , 寿司,酒！唸るつまみと通好みの舎利,"￥20,000～￥29,999","￥20,000～￥29,999",3.71,,https://tabelog.com/tokyo/A1312/A131201/13233137/,予約可,予約はホームページをご参照ください。お客様にご満足いただく為に、以下の2点のご確認を必ずお願いいたします。事前の仕込みの為、ご予約時にアレルギーやお苦手なものをご申告いただいてない場合は、品数が減る場合がございます。その場での変更は追加料金となります。15分以上遅れる場合も、他のお客様との兼ね合いにより、品数が減る場合がございます。,錦糸町より徒歩8分住吉駅より徒歩5分 住吉駅から339m,17:00 - 22:00,■ 定休日最終日曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69043463872482,139.81241308444515",03-6659-2085,東京都江東区毛利1-2-8 ,164,sushi,False,35.69043463872482,139.81241308444515
,鮨 こばやし,内幸町駅 344m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.71,-,https://tabelog.com/tokyo/A1301/A130103/13281645/,予約可,"ワンオペ店なのでピークタイム時の電話は避ける。昼おきまり¥8,000～、夜おまかせ¥18,000～、昼夜ともにお好み可",JR新橋駅から徒歩五分 内幸町駅から344m,,,カード可 電子マネー不可 QRコード決済可 （d払い）,"35.66941043872132,139.75950738426985",03-6252-3288,東京都中央区銀座8-2-10 誠和シルバービル 1F,63,sushi,False,35.66941043872132,139.75950738426985
,すし おうみ,永田町駅 176m , 寿司,,-,-,3.71,日曜日,https://tabelog.com/tokyo/A1308/A130803/13248469/,予約可,,永田町駅から176m,11:30 - 14:00L.O. 13:30,■ 定休日祝日の月曜日、不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67927473870915,139.7409693843825",03-6261-5763,東京都千代田区平河町2-16-15 ザ・キタノホテル B1F,45,sushi,False,35.67927473870915,139.7409693843825
,鮨 よね山,内幸町駅 347m , 寿司,,"￥30,000～￥39,999","￥30,000～￥39,999",3.71,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13279751/,予約可,予約は『OMAKASE』サイトより,JR新橋駅より徒歩7分都営三田線内幸町駅より徒歩5分 内幸町駅から347m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66763703872049,139.7533587842563",不明の為情報お待ちしております,東京都港区西新橋1-18-7 1F,43,sushi,False,35.66763703872049,139.7533587842563
,九段下　寿司政,九段下駅 78m , 寿司,,-,-,3.7,-,https://tabelog.com/tokyo/A1309/A130906/13000407/,予約可,,東京メトロ・都営地下鉄　九段下駅　徒歩１分 九段下駅から78m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6952341387026,139.75222808453583",03-3261-0621,東京都千代田区九段南1-4-4 ,406,sushi,False,35.6952341387026,139.75222808453583
,立喰い寿司 あきら,新橋駅 257m , 寿司(立ち食い寿司),,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,水曜日,https://tabelog.com/tokyo/A1301/A130103/13256255/,予約不可,,ＪＲ山手線・京浜東北線【新橋駅】烏森口　徒歩４分東京メトロ銀座線【新橋駅】徒歩６分都営地下鉄三田線【内幸町駅】徒歩７分 新橋駅から257m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い）,"35.665403838722646,139.75568448423212",070-3293-7491,東京都港区新橋3-8-5 ル・グラシエルBLDG 13号 B1F,367,sushi,False,35.665403838722646,139.75568448423212
